卫生资源配置_省份,卫生资源配置_代码,卫生资源配置_年份,物力资源_基层医疗卫生机构数/个,物力资源_专业公共卫生机构/个,物力资源_医疗卫生机构数量/个,物力资源_医疗卫生机构床位数/张,人才资源_执业医师数/人,人才资源_注册护士数/人,人才资源_卫生人员数/万人,财力投入_医疗卫生机构事业收入/亿元,财力投入_人均卫生费用/元,服务能力_诊疗人次数/万人次,服务能力_入院人数/万人,服务能力_城乡居民医疗保健支出占消费性支出
陕西,23,2016,34017,1390,36598,225400,71585,116803,37.26,628.13,3535.66,18499.82,680.65,10.4
陕西,23,2017,33808,800,35861,241265,78249,126983,39.38,707.13,4010.09,19155.39,751.37,10.96
陕西,23,2018,33412,613,35300,253711,82880,138021,41.09,804.33,4508.42,19627.98,798.09,11.45
陕西,23,2019,33619,494,35404,265814,89326,150423,43.56,916.15,4706.8,20898.97,819.28,11.35
陕西,23,2020,33208,463,34983,272424,93988,155481,44.53,874.94,5127.85,17664.45,675.68,11.25
陕西,23,2021,33185,415,34971,284545,97605,159406,44.59,1014.72,5548.9,18704.95,728.42,11.15
陕西,23,2022,32978,407,34779,289666,102122,163131,45.59,1154.5,5969.95,18145.45,781.15,11.05
陕西,23,2023,33334,391,35133,306287,109339,169656,47.1,1294.28,6391,21745.95,833.88,10.95
陕西,23,2024,33662,355,35426,309708,117956,172541,47.96,1434.06,6812.05,22126.45,886.61,10.85
上海,24,2012,4379,101,4845,109784,51722,63245,18.34,807.81,4588.86,22085.94,276.73,5.67
上海,24,2013,4439,116,4929,114314,54039,67939,19.23,897.07,5170.21,23406.63,291.04,5.35
上海,24,2014,4489,116,4984,117510,57425,71929,20.17,1023.39,5546.92,25059.71,318.55,7.88
上海,24,2015,4480,116,5016,122813,59368,75436,20.84,1139.5,6362.02,25616.04,335.06,7.32
上海,24,2016,4470,117,5016,129166,61762,79373,21.71,1294.67,7595.98,25931.91,366.61,7.21
上海,24,2017,4574,112,5144,134607,64196,83939,22.78,1457.36,8630.3,26579.44,391.23,7.99
上海,24,2018,4729,108,5293,139029,67791,88005,23.82,1585.74,9495.89,27016.88,418.36,6.94
上海,24,2019,5021,106,5597,146454,71247,92875,24.87,1809.07,10430.53,27559.99,454.94,7.69
上海,24,2020,5291,107,5897,152191,74780,97151,26.14,1744.67,10591.59,22564.03,375.13,8.43
上海,24,2021,5656,103,6308,160378,80241,103859,28.1,2149.29,10752.65,26691.37,448.05,9.18
上海,24,2022,5726,101,6404,165365,82302,106467,28.84,2553.91,10913.71,22618.71,520.97,9.93
上海,24,2023,5796,104,6514,175752,85563,111035,29.77,2958.53,11074.77,26046.05,593.89,10.68
上海,24,2024,5692,88,6421,186139,90724,117933,31.4,3363.15,11235.83,27733.4,666.81,11.43
四川,25,2012,74215,713,76557,390147,129605,139810,54.9,873.09,1740.81,42438.89,1383.11,6.25
四川,25,2013,75161,2969,80037,426635,139093,158457,59.6,1019.31,2066.41,43548.61,1451.85,6.23
四川,25,2014,76110,2962,81070,459596,145028,175520,62.69,1170.35,2305.81,44520.6,1508.79,6.96
四川,25,2015,76214,1801,80109,488755,148776,190602,64.65,1313.57,2638.14,45081.93,1546.75,7.7
四川,25,2016,76619,744,79513,519205,153601,207633,67.04,1472.35,3238.64,46424.64,1655.96,7.74
四川,25,2017,77487,708,80481,563475,162709,228548,70.99,1664.93,3680.6,48530.89,1824.74,7.77
四川,25,2018,78427,697,81537,598898,171277,247262,74.63,1838.68,3900.12,51599.38,1835.29,8.05
四川,25,2019,80500,716,83756,631763,184960,270545,79.34,2144.44,4424.37,56026.45,1981.59,9.93
四川,25,2020,79491,716,82793,649756,195334,285807,82.45,2087.78,4830.52,51227.73,1756.35,11.8
四川,25,2021,76875,703,80249,662029,209833,306685,86.54,2368.62,5236.67,54647.38,1863.04,13.68
四川,25,2022,70671,686,74041,683902,216332,318363,88.75,2649.46,5642.82,54917.03,1969.74,15.55
四川,25,2023,71581,677,74975,708665,234531,335541,92.61,2930.3,6048.97,59026.68,2076.44,17.42
四川,25,2024,71467,672,74797,714948,244730,347019,94.22,3211.14,6455.12,60606.34,2183.14,19.29
天津,26,2012,4095,95,4551,53509,28200,27621,10.42,331.15,3394.9,9607.72,132.15,7.9
天津,26,2013,4209,96,4689,57743,29659,29715,10.65,381.8,3750.1,10532.71,135.91,8.17
天津,26,2014,4419,145,4990,60869,31007,31577,11.17,430.65,4291.29,11577.51,148.67,7.62
天津,26,2015,4618,151,5223,63693,33533,33804,11.81,482.54,4866.32,11880.74,150.75,7.1
天津,26,2016,4844,126,5443,65832,35435,36088,12.26,524.79,5294.21,12003.5,162.1,7.44
天津,26,2017,4960,97,5539,68409,38645,38205,12.96,541.84,5554.36,12144.66,158.11,7.92
天津,26,2018,5101,96,5686,68247,40515,39377,13.25,579.4,5698.41,11997.77,162.52,8.59
天津,26,2019,5348,95,5962,68262,43430,41410,13.92,655.25,6233.15,12288.53,169.88,10.03
天津,26,2020,5258,87,5838,68275,46206,42714,14.32,614.26,6545.33,9782.78,128.86,11.48
天津,26,2021,5489,73,6076,68681,48546,46810,15.25,769.76,6857.51,10853.49,162.69,12.93
天津,26,2022,5686,73,6282,68587,49486,48306,15.5,925.27,7169.69,10024.2,196.51,14.38
天津,26,2023,6184,72,6799,72593,53126,52102,16.54,1080.78,7481.87,11934.91,230.33,15.83
天津,26,2024,6333,68,6939,73299,57046,53698,17.16,1236.29,7794.05,12325.62,264.15,17.28
西藏,27,2012,6412,142,6660,8352,2897,1732,2.16,10,2079.51,1012.37,14.55,3.73
西藏,27,2013,6479,138,6725,11003,3658,2397,2.47,15.91,2366,1178.43,19.47,3.89
西藏,27,2014,6542,139,6795,11929,3987,2715,2.65,18.93,2580.03,1313.1,22.93,4.36
西藏,27,2015,6531,142,6814,14013,4395,3190,2.91,24.9,3208.66,1376.17,28.99,3.14
西藏,27,2016,6546,142,6835,14456,4791,3833,2.92,30.08,3780.94,1394.2,34.38,2.97
西藏,27,2017,6533,143,6826,16103,5720,4460,3.34,34.58,4131.04,1599.56,33.2,2.89
西藏,27,2018,6539,145,6844,16787,6230,5573,3.68,39.84,4881.82,1640.8,31.06,2.83
西藏,27,2019,6635,147,6940,17063,7134,5986,3.88,45.68,5395.01,1634.29,30.56,3.88
西藏,27,2020,6632,134,6939,18586,7367,6843,4.1,51.25,5765.42,1628.31,33.11,4.93
西藏,27,2021,6600,127,6907,19650,8304,7795,4.23,56.58,6135.83,1620.51,32.18,5.98
西藏,27,2022,6597,126,6906,20000,8741,8147,4.22,61.92,6506.24,1412.71,31.24,7.02
西藏,27,2023,6745,121,7058,21678,9878,9849,4.63,67.26,6876.65,1604.91,30.3,8.06
西藏,27,2024,6912,120,7233,21542,11215,10931,5.08,72.6,7247.06,1707.11,29.36,9.1
新疆,28,2012,16970,506,18320,131592,41358,52449,17.71,280.49,2536.29,8386.56,447.78,7.94
新疆,28,2013,17190,605,18663,137325,43582,56578,18.96,320.33,2945.97,9381.95,464.05,7.67
新疆,28,2014,17178,801,18873,142956,44999,59792,19.96,360.11,3266.62,9978.97,490.83,8.32
新疆,28,2015,17075,802,18798,150263,47226,63870,20.85,395.8,3691,10333.27,512.15,8.1
新疆,28,2016,17124,775,18825,156912,49517,67624,22,441.97,4012.89,10923.03,535.11,8.29
新疆,28,2017,17059,737,18724,167577,51037,70566,22.44,482.13,4453.89,11241.97,548.15,9.43
新疆,28,2018,16833,697,18450,178881,51912,72347,22.71,507.3,4843.23,10719.21,543.23,9.64
新疆,28,2019,16851,591,18376,186426,55990,77306,23.64,609.56,4844.05,12031.98,589.69,9.9
新疆,28,2020,16671,556,18158,181455,57318,80681,24.45,528.09,5841.48,10699.6,436.93,10.17
新疆,28,2021,15528,499,16970,186127,58674,85369,25.67,606.38,6838.91,10478.48,465.12,10.43
新疆,28,2022,15578,467,16999,179699,58830,89027,26.42,684.68,7836.34,9647.36,493.31,10.7
新疆,28,2023,16958,445,18416,195757,66186,101745,29.73,762.98,8833.77,14336.24,521.5,10.97
新疆,28,2024,17713,367,19112,202243,71742,107933,31.49,841.28,9831.2,16415.12,549.69,11.24
云南,29,2012,21887,519,23395,194707,56617,60755,23.34,399.75,1626.26,20009.25,621.18,6.97
云南,29,2013,21913,1294,24264,210125,61338,73305,26.55,464.78,1808.68,21119.83,675.03,7.06
云南,29,2014,21835,1324,24281,224899,62266,82823,28.28,539.09,1967.16,21890.23,728.55,7.23
云南,29,2015,21833,1183,24181,237597,66203,93278,30.46,595.78,2309.65,22836.65,748.89,7.31
云南,29,2016,22395,593,24234,253555,71460,105966,32.98,684.78,2754.12,24460.15,819.44,7.87
云南,29,2017,22868,524,24684,274809,77892,128513,36.92,759.84,3149.36,25464,892.25,8.27
云南,29,2018,23108,523,24954,291194,82233,136886,38.98,848.53,3425.52,25832.83,961.4,8.95
云南,29,2019,23638,526,25587,311899,93724,158461,42.93,941.26,3708.89,28244.33,1011.53,8.85
云南,29,2020,24592,532,26626,325212,100245,173175,45.89,972.96,4044.74,26982.52,970.49,8.76
云南,29,2021,24869,544,26885,330278,104086,182586,47,1092.95,4380.59,29365.84,993.9,8.66
云南,29,2022,25512,548,27528,341244,110127,189997,48.63,1212.93,4716.44,31049.16,1017.3,8.57
云南,29,2023,26745,539,28765,359910,120768,203608,51.27,1332.91,5052.29,31832.48,1040.7,8.48
云南,29,2024,27662,533,29667,374276,131609,213209,53.64,1452.89,5388.14,32615.8,1064.1,8.39
浙江,30,2012,28939,377,30271,213286,109459,121313,40.01,1148.37,2818.51,45191.12,626.35,7.14
浙江,30,2013,28655,396,30063,230056,117370,132705,42.71,1291.14,3114.45,47526.35,689.52,6.13
浙江,30,2014,28673,577,30358,245756,124670,145141,45.58,1484.16,3589.3,50424.96,756.28,6.25
浙江,30,2015,29431,483,31137,272509,135772,159945,49.1,1603.06,4062.49,52973.42,791.15,6.22
浙江,30,2016,29811,420,31546,289870,145017,174523,52.36,1801.1,4603.84,55521.29,871.29,6.22
浙江,30,2017,30189,394,31979,313520,155076,187717,55.57,2028.93,4995.65,59514.12,949.26,6.04
浙江,30,2018,30883,393,32754,332086,166124,201511,58.94,2263.93,5433.29,62755.16,1019.74,6.48
浙江,30,2019,32145,403,34119,350191,179950,219790,62.8,2524.51,5881.25,68133.15,1104.33,6.93
浙江,30,2020,32376,401,34400,361317,191541,233067,65.98,2412.42,5909.49,60499.87,964.82,7.37
浙江,30,2021,33021,406,35120,369875,206656,250311,69.48,2799.43,5937.73,67114.91,1081.24,7.82
浙江,30,2022,33806,409,35967,381733,220000,267045,73.17,3186.45,5965.97,69529.95,1197.67,8.26
浙江,30,2023,35405,414,37679,406191,238386,292303,78.58,3573.47,5994.21,75345,1314.1,8.7
浙江,30,2024,37395,322,39593,413249,251701,299443,81.43,3960.49,6022.45,79030.05,1430.53,9.14
重庆,31,2012,17310,167,17961,130813,38790,49823,18.41,333.75,2110.5,13304.98,449.74,7.32
重庆,31,2013,18025,350,18926,147436,41712,55460,19.77,407.3,2482.61,13909.95,507.15,7.34
重庆,31,2014,17886,298,18767,160579,44252,62739,21.05,482.36,2746.3,13797.98,551.33,7.54
重庆,31,2015,18986,159,19806,176549,47689,69954,22.71,547.53,3315.82,14500.3,591.07,7.1
重庆,31,2016,19044,156,19933,190850,51474,77463,24.28,607.39,3492.19,14905.67,631.37,7.46
重庆,31,2017,18748,152,19682,206376,55216,84853,25.59,679.84,3836.11,15552.73,687.06,8.24
重庆,31,2018,19535,153,20524,220104,61809,95109,27.28,746.03,4430.65,15968.77,705.44,8.21
重庆,31,2019,20001,150,21057,231806,67366,103147,28.8,847.59,4530.36,17548.28,752.87,9.31
重庆,31,2020,19838,149,20922,235520,72127,109417,30.16,863.92,4860.2,17027.73,676.15,10.41
重庆,31,2021,20268,154,21361,240741,76155,114010,30.85,1007.87,5190.04,19363.28,730.51,11.51
重庆,31,2022,21161,153,22259,250862,79183,117303,31.59,1151.82,5519.88,19738.83,784.86,12.61
重庆,31,2023,22279,156,23389,255683,86111,128146,33.47,1295.77,5849.72,21534.38,839.21,13.71
重庆,31,2024,22734,121,23815,247904,92839,133109,34.56,1439.72,6179.56,22519.93,893.56,14.81
