省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比,总抚养比（%）,少年儿童抚养比（%）,老年人口抚养比（%）,区域,基层机构占比,基层床位占比,每千老年人床位数,每千老年人医师数,每千老年人护士数,每千老年人诊疗人次,每千老年人出院人数,老龄化压力_基础项,老龄化压力_扩展项,资源保障_基层承接项,资源保障_均衡项
江西,16,2021,35216,513,36764,307292,93000,139922,38.17,1102.24,4372.8101,22864.6,861.6500199999999,9.3900003,16,200.39999,1.3200001,6.7,77.970001,6.71,92.900002,93.699997,93.699997,2.3800001,2.04,857.9,4517,1860.7,656.73,6.28,58.1,86.17,6.54,54.0,94.0,66043,0.6145671906132391,0.124062114657136,4001,15007.4607040071,6.803010847907903,2.058888642904583,3.097675448306398,5061.899490812486,189.9269426610582,28.07,1.483132530120482,40.0,1.740740740740741,49.92,31.32,18.6,中部,0.9578935915569579,0.2128268877810031,5483.552224391007,1659.5627509611827,2496.8746154837695,4080133.1694222637,153090.20258597832,0.124062114657136,18.6,0.2128268877810031,40.0
河北,9,2021,85029,644,88162,454994,197945,225019,71.03,1768.95,4350.3398,39874.711,1024.98,10.32,9,134.23,0.31999999,7.58,79.459999,7.579999900000001,92.199997,94.0,94.0,2.8800001,1.42,1019.9,7448,3308.62,849.92,8.19,51.81,78.15,7.97,59.0,105.0,55265,0.6114393125671321,0.149191861570641,2926,11879.9812030075,6.108941997851772,2.657693340494093,3.021200322234157,5353.747448979592,136.9360902255639,26.34,1.50839606253619,46.0,1.779661016949152,51.84,29.18,22.65,东部,0.9644631473877634,0.17516714506125353,4094.6884994522593,1781.3929744657682,2025.0436521322217,3588498.3219708945,91785.22795006877,0.149191861570641,22.65,0.17516714506125353,46.0
河南,10,2021,75174,791,78536,721329,228705,328077,96.96,2505.95,4166.29,61873.219,1914.89,14.11,10,147.92,1.52,7.4,79.5,7.360000099999999,89.900002,91.400002,91.400002,3.7,1.1799999,1908.9,9883,4083.68,1091.58,6.93,61.96,98.43,15.09,58.0,119.0,58320,0.564504705049074,0.139894343660142,3424,9900.12142062127,7.298684609936254,2.314125265607609,3.319609430334919,6260.570575736114,193.149853283416,36.47000000000001,1.588605551969012,61.0,2.051724137931035,56.71,34.79,21.92,中部,0.9571916063970664,0.2091971901864475,5217.283571998886,1654.1950196567796,2372.94042309498,4475213.51609861,138068.37948548686,0.139894343660142,21.92,0.2091971901864475,61.0
浙江,30,2021,33021,406,35120,369875,206656,250311,69.48,2799.4299,5937.73,67114.906,1081.24,7.820000200000001,30,144.35001,0.60000002,5.9,80.440002,5.9000001,97.099998,98.0,98.0,3.5699999,0.52999997,1083.0,6540,4290.35,974.32,5.84,45.48,68.71,2.98,72.0,107.0,118028,0.7266055045871559,0.141685793887951,2632,16841.8807339449,5.655581039755352,3.159877675840979,3.827385321100917,10262.21804281346,165.5963302752293,23.23,1.510773966578716,35.0,1.486111111111111,37.77,18.25,19.52,东部,0.9402334851936218,0.08056775937816829,3991.6359181555913,2230.2007767552877,2701.3190356456753,7242940.707894188,116875.74719466045,0.141685793887951,19.52,0.08056775937816829,35.0
海南,8,2021,5881,111,6277,61408,25362,38410,9.96,254.57001,5656.6099,5055.02,128.19,5.7600002,8,342.07001,0.69,6.0,79.849998,6.0100002,88.0,93.599998,93.599998,3.6800001,2.6099999,128.3,1020,555.86,207.58,8.58,59.89,60.54,1.02,65.0,94.0,64063,0.609803921568628,0.108148148148148,2839,19327.1568627451,6.020392156862745,2.486470588235294,3.765686274509804,4955.901960784314,125.7843137254902,0.6499999999999986,1.01085323092336,29.0,1.446153846153846,43.67,28.13,15.54,东部,0.9369125378365462,0.16610213652944242,5566.800966962135,2299.133763094282,3481.9701853344127,4582512.087026598,116307.41337630959,0.108148148148148,15.54,0.16610213652944242,29.0
湖北,12,2021,34823,459,36529,433965,143673,214644,56.41,1730.1,7592.3901,34398.359,1214.65,9.6700001,12,199.38,0.88999999,7.9,77.68,7.860000099999999,91.599998,94.099998,94.099998,3.9200001,1.11,1212.0,5830,3051.01,759.19,6.1,67.1,84.49,10.14,62.0,101.0,86554,0.64082332761578,0.154239813435253,3914,13608.3533447684,7.443653516295026,2.464373927958833,3.681715265866209,5900.233104631217,207.8902229845626,17.39,1.259165424739195,39.0,1.629032258064516,45.6,23.14,22.46,中部,0.9532973801637056,0.23365939649510908,4826.026011383716,1597.7547385930488,2387.0070793438326,3825363.227055526,134783.7619576939,0.154239813435253,22.46,0.23365939649510908,39.0
湖南,13,2021,53354,539,55677,532668,152842,239222,61.98,1686.03,4657.4702,30125.51,1509.97,12.24,13,302.0,1.85,8.3,77.610001,8.279999700000001,93.900002,94.800003,94.800003,4.6599998,1.0,1505.8,6622,3051.45,819.09,6.62,70.18,105.54,12.49,62.0,112.0,68971,0.59710057384476,0.154674156342225,3487,12572.485653881,8.043914225309575,2.308094231350045,3.612533977650257,4549.306855934763,227.3935366958623,35.36,1.503847249928755,50.0,1.806451612903226,52.28,28.73,23.55,中部,0.9582772060276236,0.23448001381723702,5200.554776269137,1492.2300440697156,2335.576972314191,2941219.7638687445,147014.56408318254,0.154674156342225,23.55,0.23448001381723702,50.0
甘肃,4,2021,24373,652,25759,183166,57995,91701,24.77,518.8200099999999,3974.5803,11520.41,445.1000099999999,11.59,4,155.81,0.44999999,8.3,74.089996,8.2600002,93.800003,94.300003,94.300003,6.21,0.95999998,444.2,2490,1110.71,412.92,10.84,62.39,92.26,3.31,63.0,111.0,42508,0.5333333333333329,0.130423240291262,2999,16195.0200803213,7.356064257028113,2.329116465863454,3.682771084337349,4626.670682730924,178.3935742971887,29.87,1.478762622215099,48.0,1.761904761904762,47.49,28.26,19.24,西部,0.9461935634147288,0.1807103938503871,5640.148366656513,1785.8139858065604,2823.7077043270515,3547428.105910123,136780.51081908334,0.130423240291262,19.24,0.1807103938503871,48.0
福建,3,2021,27463,392,28693,223813,95297,130171,36.61,1096.5699,4987.2202,26709.99,560.96002,7.719999799999999,3,209.49001,0.70999998,6.3,78.540001,6.2800002,94.199997,95.800003,95.800003,3.6300001,0.87,560.2,4187,2076.82,569.17,4.25,47.43,60.84,3.75,52.0,93.0,118837,0.69691903510867,0.115372474747475,3023,12430.6663482207,5.345426319560545,2.276021017434918,3.108932409839981,6379.266778122761,133.7950800095534,13.41,1.282732447817837,41.0,1.788461538461539,43.75,27.16,16.59,东部,0.9571324016310598,0.16755058910787132,4633.190309266148,1972.7591198998098,2694.6916208954963,5529279.658848937,115967.93802196013,0.115372474747475,16.59,0.16755058910787132,41.0
西藏,27,2021,6600,127,6907,19650,8304,7795,4.23,56.580002,6135.8301,1620.51,32.18,5.98,27,333.32001,0.43000001,5.5,72.589996,5.4699998,84.800003,84.199997,84.199997,13.51,2.1199999,32.3,366,254.69,172.98,12.24,35.36,108.77,0.42,45.0,146.0,58609,0.366120218579235,0.0580945003872967,1634,55382.7868852459,5.368852459016393,2.268852459016394,2.129781420765027,4427.622950819672,88.25136612021856,73.41,3.076074660633484,101.0,3.244444444444444,43.97,35.6,8.37,西部,0.9555523382076154,0.21374045801526717,9241.584699453548,3905.4513661202177,3666.063752276865,7621414.972677592,151910.01821493614,0.0580945003872967,8.37,0.21374045801526717,101.0
贵州,7,2021,27465,328,29292,296902,84453,141650,38.41,802.97998,3887.1399,18087.801,844.94,13.0,7,245.94,4.059999899999999,7.2,79.129997,7.190000099999999,93.099998,93.800003,93.800003,4.75,1.1799999,839.4,3852,1536.9,569.49,7.85,70.95,90.73,5.4,71.0,102.0,51677,0.5433541017653171,0.117628315113486,2593,14511.9678089304,7.707736240913811,2.192445482866044,3.677310488058152,4695.690809968847,217.9127725856698,19.78,1.278787878787879,31.0,1.436619718309859,54.53,36.35,18.18,西部,0.9376280213027448,0.18187819549885148,6552.6197782204945,1863.8756159610089,3126.2119877432056,3991973.1957722222,185255.37186810072,0.117628315113486,18.18,0.18187819549885148,31.0
辽宁,17,2021,30919,539,33051,324528,119022,152697,41.77,1204.3,4813.0898,16727.619,614.21002,14.08,17,164.27,0.97000003,8.9,78.910004,8.8900003,93.599998,94.199997,94.199997,5.3499999,0.68000001,610.3,4229,1950.21,415.94,7.07,61.36,87.2,3.94,52.0,97.0,67117,0.7280681012059592,0.188048306806259,3742,13902.1281626862,7.673870891463703,2.814424213762118,3.610711752187278,3955.454953889808,144.3130763773942,25.84,1.421121251629726,45.0,1.865384615384615,41.99,15.29,26.7,东北,0.9354936310550361,0.12140708968101366,4080.797653429489,1496.6495905021586,1920.0979862622721,2103424.9236633675,76742.55558497318,0.188048306806259,26.7,0.12140708968101366,45.0
重庆,31,2021,20268,154,21361,240741,76155,114010,30.85,1007.87,5190.04,19363.279,730.51001,11.51,31,194.67,4.6399999,8.0,78.849998,8.04,91.699997,93.900002,93.900002,3.98,0.77999997,729.8,3212,1692.41,457.31,6.07,89.85,71.03,5.77,77.0,77.0,87502,0.7033001245330011,0.177577236250331,3605,15053.1133250311,7.495049813200498,2.370952677459527,3.549501867995019,6028.418119551681,227.2104607721046,-18.81999999999999,0.7905397885364497,0.0,1.0,49.32,22.81,26.51,西部,0.9488319835213708,0.23967666496359158,4220.726694177575,1335.1670109997601,1998.8495952213598,3394814.6997025046,127950.21792759829,0.177577236250331,26.51,0.23967666496359158,0.0
陕西,23,2021,33185,415,34971,284545,97605,159406,44.59,1014.72,5548.8999,18704.949,728.41998,11.15,23,155.42,0.67000002,7.4,78.110001,7.380000099999999,95.199997,96.199997,96.199997,3.1099999,0.66000003,727.9,3954,2145.49,593.26,7.2,68.33,75.2,4.05,83.0,102.0,77068,0.636317653009611,0.139960836756137,4279,15349.5700556399,7.196383409205867,2.468512898330804,4.03151239251391,4730.639605462823,184.0920586747597,6.870000000000005,1.100541489828772,19.0,1.228915662650602,45.22,24.9,20.33,西部,0.9489291126933745,0.14233249573881107,5141.712193207734,1763.716876480138,2880.4574807867716,3379973.794887586,131531.12180624888,0.139960836756137,20.33,0.14233249573881107,19.0
青海,20,2021,6011,173,6408,42153,15796,21349,6.68,141.02,7057.27,2651.05,98.16999799999999,13.59,20,392.09,0.86000001,6.9,74.360001,6.9099998,92.800003,91.400002,91.400002,6.4299998,0.81999999,97.3,594,388.07,190.96,11.6,58.35,90.64,0.57,63.0,125.0,58067,0.609427609427609,0.0989028462394657,1613,31220.8754208754,7.096464646464646,2.659259259259259,3.594107744107744,4463.047138047139,163.8047138047138,32.29,1.553384747215081,62.0,1.984126984126984,43.98,29.75,14.24,西部,0.9380461922596754,0.1352216924062344,7175.187485790382,2688.7590806240332,3633.978071172606,4512556.824948307,165621.84005110056,0.0989028462394657,14.24,0.1352216924062344,62.0
黑龙江,11,2021,18772,548,20578,260536,83220,107095,31.49,745.34998,7129.6802,9644.1104,442.10999,17.639999,11,132.22,0.75,8.7,79.360001,8.6999998,94.5,95.300003,95.300003,5.0300002,0.69999999,440.2,3125,1748.74,455.21,11.75,61.09,106.81,3.27,59.0,101.0,48579,0.65696,0.167774487884464,3448,16335.392,8.337152,2.66304,3.42704,3086.115328,140.864,45.72,1.748403994107055,42.0,1.711864406779661,36.16,13.31,22.84,东北,0.9122363689377004,0.12551048607486107,4969.260884134711,1587.273508373855,2042.6466760309781,1839442.5558462848,83960.32184404842,0.167774487884464,22.84,0.12551048607486107,42.0
上海,24,2022,5726,101,6404,165365,82302,106467,28.84,2553.9099,10913.71,22618.711,520.96997,9.930000300000001,24,141.83,0.41999999,6.0,83.010002,5.630000099999999,96.699997,100.0,99.800003,1.83,0.31,362.88,2475,4005.29,1388.49,8.97,,66.82,1.49,,95.0,195788,0.893333333333333,0.186688760011047,3756,37951.5151515152,6.681414141414141,3.325333333333333,4.30169696969697,9138.873131313132,146.6181818181818,,,,,39.74,13.66,26.09,东部,0.8941286695815116,0.09010370997490401,3578.9054150977163,1781.2177514792866,2304.207799892411,4895245.504213727,78536.15922538984,0.186688760011047,26.09,0.09010370997490401,
云南,29,2022,25512,548,27528,341244,110127,189997,48.63,1212.9301,4716.4399,31049.16,1017.3,8.569999699999999,29,193.21001,4.29,8.2,74.91999799999999,9.0799999,88.900002,94.0,93.699997,5.3200002,1.36,1011.31,4693,2195.69,760.99,7.58,67.57,89.12,6.58,72.0,124.0,62456,0.517153206903899,0.116672908084717,3097,14276.1346686554,7.271340294054975,2.346622629448114,4.048519070956744,6616.057958661837,215.4932878755593,21.55000000000001,1.318928518573331,52.0,1.722222222222222,43.71,26.94,16.77,西部,0.9267654751525719,0.19282390313089753,6232.243983132061,2011.2832258746948,3469.973567485852,5670603.456509261,184698.65148050318,0.116672908084717,16.77,0.19282390313089753,52.0
内蒙古,18,2022,23751,428,25062,167724,73804,91533,26.78,573.1799900000001,6604.1899,9940.32,329.20001,15.05,18,299.63,0.34999999,7.8,78.18,8.4799995,93.599998,94.900002,95.300003,5.0599999,0.54000002,302.47,2401,1484.6,460.62,6.41,56.88,88.89,2.75,71.0,119.0,99128,0.685964181591004,0.146899776377312,2493,24521.8658892128,6.985589337775926,3.073885880882965,3.81228654727197,4140.074968763015,125.9766763848397,32.01,1.562763713080169,48.0,1.676056338028169,38.85,18.45,20.4,西部,0.9476897294709121,0.16395983878276216,4755.34375207859,2092.505486861798,2595.1615729353557,2818299.0273104534,85756.88778536237,0.146899776377312,20.4,0.16395983878276216,48.0
北京,2,2022,9915,98,10897,133985,108453,126128,36.86,2862.2,13968.49,22266.26,481.56,12.19,2,108.34,0.58999997,5.7,82.879997,5.3400002,94.400002,100.0,99.800003,2.8499999,0.22,336.63,2184,3649.37,940.0,8.77,,61.32,0.52,,135.0,206826,0.875915750915751,0.151171106740569,5397,34199.4047619048,6.134844322344322,4.965796703296704,5.775091575091575,10195.17399267399,154.1346153846154,,,,,37.33,16.57,20.76,东部,0.9098834541616959,0.03881031458745383,4058.2122170161674,3284.8847973433926,3820.235030099005,6744128.697933231,101960.36710185114,0.151171106740569,20.76,0.03881031458745383,
吉林,14,2022,23844,281,25031,177269,75247,98646,27.88,907.7299800000001,5922.6699,9142.02,390.07001,13.67,14,123.82,0.74000001,8.4,78.860001,8.6700001,89.900002,98.099998,96.699997,5.369999900000001,0.33000001,303.22,2348,1237.78,410.59,9.47,70.33,81.55,1.93,87.0,100.0,55564,0.6371379897785351,0.177542108546475,4989,17223.2112436116,7.549787052810903,3.204727427597956,4.201277683134583,3893.534923339012,129.1396933560477,11.22,1.159533627186123,13.0,1.149425287356322,39.92,15.08,24.84,东北,0.9525788022851664,0.10887408401920246,4252.392356168623,1805.0520261558445,2366.35563108389,2193020.548879989,72737.50121213804,0.177542108546475,24.84,0.10887408401920246,13.0
四川,25,2022,70671,686,74041,683902,216332,318363,88.75,2649.46,5642.8198,54917.031,1969.74,15.55,25,223.09,4.619999900000001,9.0,78.400002,9.5600004,93.800003,95.599998,95.699997,3.3900001,1.22,1877.61,8374,4690.59,1245.16,8.27,75.29,89.46,15.12,67.0,104.0,68804,0.583472653451158,0.181247959707131,3127,14228.1585860998,8.166969190351086,2.583377119656078,3.801803200382135,6558.040482445665,224.2190112252209,14.16999999999999,1.188205604994023,37.0,1.552238805970149,49.64,22.52,27.12,西部,0.9544846774084629,0.22108430740076795,4505.96475874689,1425.3275589035156,2097.570205217906,3618269.961792925,123708.43323562072,0.181247959707131,27.12,0.22108430740076795,37.0
天津,26,2022,5686,73,6282,68587,49486,48306,15.5,925.2700199999999,7169.6899,10024.2,196.50999,14.38,26,129.619999,0.17,6.4,81.779999,6.690000099999999,95.900002,92.800003,94.699997,4.6100001,0.63999999,157.78,1363,1110.2,196.72,6.81,,50.29,0.58,,91.0,121261,0.851063829787234,0.170069489218425,5428,20028.0997798973,5.032061628760088,3.630667644900954,3.544093910491563,7354.512105649304,115.7593543653705,,,,,42.79,18.51,24.28,东部,0.9051257561286215,0.08456413022876054,2958.8268018476087,2134.8142230485482,2083.9093048252676,4324415.942828934,68065.91523109564,0.170069489218425,24.28,0.08456413022876054,
宁夏,19,2022,4277,99,4607,41821,19901,28138,7.43,179.86,5913.3398,4170.5498,109.3,12.09,19,180.42999,0.38,6.2,77.220001,6.29,95.0,96.699997,96.5,4.6999998,0.56,107.49,728,453.53,147.78,8.95,44.48,68.23,0.4,61.0,105.0,71137,0.663461538461538,0.104289544235925,3271,21811.1263736264,5.744642857142857,2.733653846153846,3.86510989010989,5728.777197802197,147.6510989010989,23.75000000000001,1.533947841726619,44.0,1.721311475409836,42.89,27.99,14.9,西部,0.9283698719340134,0.09564572822266326,5508.359346309214,2621.2156416847915,3706.133647843157,5493146.259075112,141578.0459899996,0.104289544235925,14.9,0.09564572822266326,44.0
安徽,1,2022,28205,475,30176,444233,151359,221418,55.34,1507.4,4949.1201,37205.609,948.4699699999999,9.630000099999998,1,244.94,0.81,8.1,78.540001,8.9799995,86.199997,97.300003,93.900002,3.23,0.51999998,963.35,6127,2813.65,838.68,6.25,62.67,87.45,9.24,61.0,102.0,74387,0.601436265709156,0.157927441326896,3283,13676.8075730374,7.250416190631631,2.470360698547413,3.613807736249388,6072.402317610576,157.2302921495022,24.78,1.395404499760651,41.0,1.672131147540984,51.07,27.21,23.86,中部,0.9346831919406151,0.2079989555030806,4590.979331846391,1564.2377776728379,2288.270933718936,3845058.3803490065,99558.56362166295,0.157927441326896,23.86,0.2079989555030806,41.0
山东,21,2022,82485,640,86026,693677,289252,387133,107.88,3339.8401,5740.79,66736.469,1984.51,10.01,21,144.89,0.28,7.6,79.720001,7.29,94.599998,95.900002,95.900002,3.53,0.69,1809.88,10163,5802.75,1274.84,6.64,58.61,79.8,12.65,67.0,110.0,88053,0.645380301092197,0.167225461846618,3663,11934.1041031192,6.825514119846502,2.846128111778018,3.809239397815606,6566.611138443373,178.0852110597265,21.19,1.361542398908036,43.0,1.641791044776119,52.84,27.29,25.56,东部,0.9588380257131565,0.18236153137555378,4081.623721934748,1701.9705494301668,2277.9063401896924,3926801.018176514,106494.07637640089,0.167225461846618,25.56,0.18236153137555378,43.0
山西,22,2022,37816,422,39661,228442,96160,126271,36.44,779.65002,5788.9102,12731.16,464.07999,16.049999,22,220.37,0.43000001,7.7,78.510002,8.050000200000001,89.900002,95.0,94.5,4.8200002,0.79000002,414.92,3481,1705.62,519.36,6.65,52.38,84.35,3.71,57.0,116.0,73705,0.6394714162596961,0.144804375262936,3388,16881.6432059753,6.562539500143637,2.762424590634875,3.627434645216892,3657.328353921287,119.1956334386671,31.96999999999999,1.610347460862925,59.0,2.035087719298246,42.65,21.99,20.66,中部,0.9534807493507476,0.16240446152633928,4532.003600186367,1907.6941464088088,2505.0587308775657,2525702.933547626,82314.9391875981,0.144804375262936,20.66,0.16240446152633928,59.0
广东,5,2022,56635,731,59531,608355,284696,420439,110.96,4922.25,7022.31,80699.383,1894.39,9.739999800000001,5,272.67999,0.93000001,5.0,78.779999,5.0100002,89.199997,99.900002,94.800003,4.059999899999999,2.6199999,1752.58,12657,8888.0,2185.46,6.88,49.58,47.46,7.61,56.0,79.0,104611,0.7478865449948651,0.095956557288533,3129,14642.5535276922,4.806470727660583,2.24931658370862,3.321790313660425,6375.869716362487,138.4672513233784,-2.119999999999997,0.9572408229124647,23.0,1.410714285714286,39.01,25.67,13.34,东部,0.951353076548353,0.1250914350995718,5009.00705848371,2344.0988789803296,3461.7647897392685,6644537.795568054,144302.02086869316,0.095956557288533,13.34,0.1250914350995718,23.0
广西,6,2022,33086,493,34500,341728,115225,192927,51.71,1313.8101,3618.46,26357.141,1136.97,15.68,6,280.48001,6.54,7.1,79.059998,7.130000099999999,68.699997,95.400002,96.300003,5.4499998,3.0699999,1113.54,5047,2081.85,657.98,7.92,60.24,77.92,8.66,63.0,108.0,52399,0.5565682583713101,0.131337163194646,3651,11676.8773528829,6.770913413909253,2.283039429363979,3.822607489597781,5222.338220725183,220.6340400237765,17.68,1.293492695883134,45.0,1.714285714285714,54.54,34.25,20.3,西部,0.9590144927536232,0.2534179230265006,5155.36749021641,1738.304204104393,2910.5299647233514,3976283.7065282934,167990.56311029772,0.131337163194646,20.3,0.2534179230265006,45.0
新疆,28,2022,15578,467,16999,179699,58830,89027,26.42,684.6799900000001,7836.3398,9647.36,493.31,10.7,28,338.73001,4.110000100000001,5.8,76.309998,6.170000099999999,97.199997,99.800003,98.5,9.0600004,0.95999998,442.78,2587,1724.05,640.47,9.72,65.74,85.62,3.26,72.0,118.0,71679,0.579049091611906,0.0838962901460543,2773,26422.1105527638,6.946231155778895,2.274062620796289,3.441321994588326,3729.168921530731,171.1557788944723,19.88000000000001,1.302403407362337,46.0,1.638888888888889,41.31,29.46,11.86,西部,0.9164068474616154,0.1814144764300302,8279.545071285347,2710.563979452957,4101.87624339212,4444974.759955004,204008.7572364746,0.0838962901460543,11.86,0.1814144764300302,46.0
江苏,15,2022,33947,510,37001,563114,237209,318341,87.53,3483.29,6350.46,56196.961,1474.8101,12.85,15,113.65,0.38999999,7.0,79.860001,6.630000099999999,94.900002,95.400002,93.099998,3.6199999,0.28999999,1429.52,8515,6548.66,1520.42,5.33,57.2,73.28,10.61,69.0,96.0,146374,0.7442160892542571,0.178691400204075,3726,17500.1409277745,6.613200234879624,2.785778038755138,3.738590722254844,6599.760540223136,167.8825601879037,16.08,1.281118881118881,27.0,1.391304347826087,47.11,20.82,26.29,东部,0.9174616902245886,0.1884165550847608,3700.9057108103693,1558.9883092155708,2092.205174946962,3693384.5348381964,93951.11348177526,0.178691400204075,26.29,0.1884165550847608,27.0
江西,16,2022,34111,507,35683,314527,94874,144433,39.08,1272.52,4772.27,23334.48,916.6500199999999,10.51,16,201.5,1.23,6.9,78.300003,7.0500002,89.800003,94.800003,94.5,2.3800001,2.02,823.36,4528,2011.93,736.75,6.27,59.75,87.16,6.81,55.0,96.0,69802,0.620803886925795,0.130314790858128,4423,16097.769434629,6.946267667844523,2.095273851590106,3.189774734982332,5153.374558303887,181.8374558303887,27.41,1.458744769874477,41.0,1.745454545454545,49.01,29.59,19.42,中部,0.9559454081775636,0.2165155932559049,5330.375487005795,1607.8557451480724,2447.745734753162,3954558.4383543218,139537.08142643052,0.130314790858128,19.42,0.2165155932559049,41.0
河北,9,2022,87019,638,90194,485726,204461,238261,73.29,1997.65,4589.2998,38769.789,1018.86,10.75,9,134.2,0.33000001,7.8,79.870003,8.3100004,90.699997,96.400002,94.400002,2.8800001,1.21,992.4,7420,3607.09,977.36,8.51,57.4,80.26,8.73,62.0,109.0,58109,0.61644204851752,0.156377463750954,3070,12541.2938005391,6.546172506738545,2.755539083557951,3.211064690026954,5225.038948787062,133.7466307277628,22.86000000000001,1.398257839721254,47.0,1.758064516129032,51.99,28.22,23.77,东部,0.9647981018693039,0.179730959429802,4186.135488911592,1762.1075425205831,2053.4062984554353,3341299.2022357094,85528.07260051683,0.156377463750954,23.77,0.179730959429802,47.0
河南,10,2022,78320,746,81694,752202,241980,353919,101.56,2789.6001,4377.6499,61431.852,2000.36,15.87,10,143.07001,1.5,7.5,79.949997,7.619999900000001,89.5,92.800003,91.900002,3.7,1.03,1848.72,9872,4456.98,1200.03,7.27,64.3,103.66,16.16,63.0,125.0,59537,0.570705024311183,0.14550057856062,3652,10784.7953808752,7.619550243111831,2.451175040518639,3.585079011345219,6222.83752025932,187.2690437601296,39.36,1.612130637636081,62.0,1.984126984126984,55.83,33.16,22.67,中部,0.9586995372977207,0.21483590843948833,5236.783467453563,1684.6496864597723,2463.9620314991157,4276847.268800857,128706.73478601158,0.14550057856062,22.67,0.21483590843948833,62.0
浙江,30,2022,33806,409,35967,381733,220000,267045,73.17,3186.45,5965.9702,69529.953,1197.67,8.2600002,30,142.23,0.58999997,6.2,80.68,6.0900002,95.400002,99.5,98.400002,3.5699999,0.68000001,1134.48,6577,5095.46,1320.28,6.56,46.74,70.43,2.93,76.0,112.0,123153,0.733769195681922,0.149119031008327,2763,18272.4342405352,5.804059601642086,3.344990117074654,4.060285844610005,10571.68207389387,172.4920176372206,23.69,1.506846384253316,36.0,1.473684210526316,38.62,17.95,20.67,东部,0.9399171462729724,0.07675521896194461,3892.2326428730485,2243.167820000028,2722.848865872307,7089425.140714289,115674.04674698325,0.149119031008327,20.67,0.07675521896194461,36.0
海南,8,2022,5982,109,6384,61242,26379,39332,10.23,293.64999,6079.8901,5493.4102,140.27,5.3000002,8,345.01999,0.40000001,6.2,80.639999,5.96,79.599998,99.199997,94.800003,3.6800001,2.46,121.75,1027,585.95,267.02,8.59,58.14,61.21,1.0,66.0,96.0,67541,0.615384615384615,0.112886352829292,2999,20422.2979552093,5.963193768257059,2.56854917234664,3.829795520934761,5348.987536514119,118.5491723466407,3.07,1.052803577571379,30.0,1.454545454545455,43.43,27.24,16.19,东部,0.9370300751879699,0.16328663335619348,5282.475355789612,2275.3407369186857,3392.611617744636,4738382.809304609,105016.38982518292,0.112886352829292,16.19,0.16328663335619348,30.0
湖北,12,2022,35030,450,36782,450379,149993,217668,57.7,2085.28,9211.2998,34340.719,1403.3199,9.239999800000001,12,107.95,0.73,8.1,77.93,8.25,88.0,97.099998,94.599998,3.9200001,1.0700001,1234.41,5844,3383.79,862.61,6.3,73.72,81.63,10.68,67.0,98.0,91563,0.6466461327857629,0.162930170397594,4110,14756.7932922656,7.706690622861054,2.566615331964408,3.724640657084189,5876.235284052019,211.2268993839836,7.909999999999997,1.10729788388497,31.0,1.462686567164179,46.38,22.53,23.85,中部,0.9523680060899353,0.2371336141338739,4730.05742524827,1575.2854892995986,2286.0349608639403,3606597.396732848,129642.59404414323,0.162930170397594,23.85,0.2371336141338739,31.0
湖南,13,2022,52977,538,55338,544534,158079,244245,63.2,1866.33,4983.0801,34428.328,1533.22,13.57,13,334.98999,1.96,8.5,77.879997,8.7799997,90.5,96.599998,95.400002,4.6599998,0.99000001,1457.19,6604,3379.18,832.23,6.94,72.22,107.44,12.89,64.0,115.0,72521,0.603119321623259,0.16118493991042,3738,13615.3997577226,8.245517867958814,2.393685645063598,3.698440339188371,5213.253785584494,220.652634766808,35.22,1.487676543893658,51.0,1.796875,52.16,27.63,24.53,中部,0.9573349235606635,0.23671616464720294,5115.563446896054,1485.05539437736,2294.532194660254,3234330.5698918323,136894.07638792915,0.16118493991042,24.53,0.23671616464720294,51.0
