省份,区域,年份,综合效率_OTE,纯技术效率_PTE,规模效率_SE,规模报酬类型,超效率,代码_x,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
宁夏,西部,2023,0.8524,0.8652,0.9852,IRS,,19,4514,104,4863,45751,21480,30000,7.81,191.88,6247.8696,5124.3794,110.51001,12.58,19,186.26999,0.26999998,6.19,77.540001,6.4899998,93.800003,96.999992,96.599998,4.6999998,0.62,140.98,729,,,,44.7,72.29,4400.0,66.0,111.0,73696,0.6735253772290811,0.10500260552371,3338,24024.4170096022,6.275857338820302,2.946502057613169,4.11522633744856,7029.327023319616,193.3882030178326,27.59,1.617225950782998,45.0,1.681818181818182
宁夏,西部,2024,0.8767,0.8872,0.9882,IRS,,19,4660,84,4986,47881,22859,30804,8.05,203.90001,6582.3994,5718.209,111.72002,13.07,19,192.10999,0.15999997,6.09,77.860001,6.6899996,92.60000600000001,97.299988,96.699997,4.6999998,0.68000001,149.91,729,,,,46.1,73.1,4700.0,68.0,115.0,75484,0.681755829903978,0.106414188558474,3468,24259.2592592593,6.56803840877915,3.135665294924554,4.225514403292181,7843.908093278463,205.6378600823045,26.99999999999999,1.585683297180043,47.0,1.691176470588235
安徽,中部,2012,1.0,1.0,1.0,CRS,1.0199,1,21812,446,23275,222315,71181,95046,33.48,517.09998,1857.08,23491.539,711.65002,7.429999799999999,1,197.97,0.63,6.14,75.660004,6.1399999,73.699997,67.5,78.0,5.2600002,0.69,708.9,5978,1112.02,365.75,6.46,24.39,50.28,57800.0,25.0,55.0,31153,0.4630311140849779,0.10317635049937,2101,6625.978588156569,3.718885915021747,1.190715958514553,1.589929742388759,3929.665272666444,118.5848109735697,25.89,2.06150061500615,30.0,2.2
安徽,中部,2013,1.0,1.0,1.0,CRS,1.0642,1,21872,1748,24645,235959,75936,103404,35.38,596.46002,2025.71,25474.34,762.58002,8.04,1,198.32001,0.55000001,6.06,75.940002,6.0599999,82.199997,78.5,89.0,4.6799998,0.63999999,756.04,5988,1221.5,415.45,6.42,25.21,56.51,57800.0,26.0,63.0,34913,0.478623914495658,0.105314980407917,2203,7264.01135604542,3.940531062124248,1.26813627254509,1.72685370741483,4254.231796927188,126.2591850367401,31.3,2.241570805236017,37.0,2.423076923076923
安徽,中部,2014,1.0,1.0,1.0,CRS,1.0567,1,22014,1755,24824,252044,80525,111497,36.57,686.31,2172.6699,26282.039,821.35999,6.46,1,190.33,0.61000001,5.89,76.230003,5.8899999,85.0,81.699997,89.900002,4.4099998,0.72000003,818.18,5997,1321.64,434.77,6.34,26.84,60.78,58600.0,28.0,66.0,38182,0.4930798732699679,0.104201111531643,2245,7777.388694347171,4.202834750708687,1.342754710688678,1.859212939803235,4382.531098882775,136.4315491078873,33.94,2.264530551415797,38.0,2.357142857142857
安徽,中部,2015,1.0,1.0,1.0,CRS,1.0867,1,22030,1721,24853,267405,84620,119303,37.74,741.3200099999999,2376.98,26124.0,842.98999,7.29,1,242.66,0.50999999,5.94,76.519997,5.9400001,89.400002,85.900002,90.900002,4.1999998,0.66000003,838.7,6011,1460.42,497.29,6.64,28.14,63.8,58600.0,29.0,69.0,40211,0.509732157710863,0.111832985473586,2309,8715.7045416736,4.448594243886209,1.407752453834636,1.984744634836134,4346.032274164033,139.5275328564299,35.66,2.267235252309879,40.0,2.379310344827586
安徽,中部,2016,1.0,1.0,1.0,CRS,1.0866,1,22271,983,24385,281720,90089,126350,38.82,812.22998,2652.1699,26300.189,897.3200099999999,7.179999799999999,1,205.99001,0.69999999,5.96,76.809998,5.96,92.199997,87.400002,91.900002,4.2199998,0.68000001,891.36,6033,1643.29,550.55,6.73,29.78,63.99,58600.0,30.0,69.0,44505,0.526272169733134,0.114664976179499,2259,9154.56655063816,4.669650256920272,1.49327034642798,2.094314603016741,4359.388198242997,147.7473893585281,34.21,2.148757555406313,39.0,2.3
安徽,中部,2017,1.0,1.0,1.0,CRS,1.1331,1,22635,666,24491,305746,97680,138139,40.75,917.0300300000001,2897.3701,28012.23,996.0900300000001,7.360000099999999,1,223.71001,0.72000003,5.9,77.099998,5.9000001,90.099998,86.199997,90.5,3.79,0.63,990.88,6057,1812.24,604.65,6.71,33.14,66.06,65000.0,32.0,73.0,49862,0.54284299157999,0.129950830461884,2250,10242.3807165263,5.047812448406802,1.612679544328876,2.280650487039789,4624.769687964338,163.5925375598481,32.92,1.993361496680748,41.0,2.28125
安徽,中部,2018,1.0,1.0,1.0,CRS,1.1242,1,23076,604,24925,328123,103628,149723,42.7,1030.85,3159.72,29701.92,1011.06,7.1599998,1,224.82001,0.66000003,5.96,77.379997,5.96,92.0,87.5,91.5,3.29,0.58999997,1009.68,6076,1998.08,634.66,5.87,34.6,72.7,67000.0,34.0,77.0,56667,0.5564516129032261,0.132015749247279,2245,10816.573403555,5.400312705727452,1.705529953917051,2.464170506912442,4888.400263331139,166.1751152073733,38.1,2.101156069364162,43.0,2.264705882352941
安徽,中部,2019,1.0,1.0,1.0,CRS,1.1148,1,24558,544,26435,347395,113502,163390,45.46,1187.64,3518.9299,33315.93,1035.89,7.780000200000001,1,246.83,0.70999998,6.04,77.66999799999999,6.04,94.300003,89.0,92.800003,2.97,0.57999998,1032.41,6092,2240.12,702.38,6.04,36.93,74.37,68700.0,36.0,83.0,61776,0.570256073539068,0.139683628586417,2447,12134.3072882469,5.702478660538411,1.863131976362443,2.68204202232436,5468.800065659882,169.4697964543664,37.44,2.013809910641755,47.0,2.305555555555555
安徽,中部,2020,0.9489,0.9496,0.9992,IRS,,1,27400,481,29391,407813,133307,188182,50.32,1232.48,3995.6599,34606.551,950.1699800000001,8.3999996,1,225.08,0.61000001,7.96,77.959999,7.02,95.199997,89.300003,92.699997,3.23,0.51999998,945.6,6105,2438.43,801.83,6.3,45.0,83.2,79700.0,43.0,90.0,63341,0.583292383292383,0.1501,2702,12241.7526617527,6.67998361998362,2.183570843570843,3.082424242424243,5668.558722358722,154.8894348894349,38.2,1.848888888888889,47.0,2.093023255813954
安徽,中部,2021,0.9694,0.9713,0.9981,IRS,,1,27629,466,29554,411023,140783,200950,51.94,1369.9399,4472.3901,36406.078,949.3200099999999,9.010000199999999,1,235.00999,0.70999998,8.0,78.25,8.0,90.699997,93.300003,93.300003,3.23,0.51999998,947.3,6113,2516.13,759.53,5.86,56.06,84.35,82000.0,55.0,95.0,70556,0.593980042532308,0.154408130483134,3089,12417.8799280223,6.723752658269262,2.303009978733846,3.28725666612138,5955.51742188778,154.9648290528382,28.28999999999999,1.504637887977167,40.0,1.727272727272727
安徽,中部,2022,0.943,0.967,0.9752,IRS,,1,28205,475,30176,444233,151359,221418,55.34,1507.4,4949.1201,37205.609,948.4699699999999,9.630000099999998,1,244.94,0.81,8.1,78.540001,8.9799995,86.199997,97.300003,93.900002,3.23,0.51999998,963.35,6127,2813.65,838.68,6.25,62.67,87.45,92400.0,61.0,102.0,74387,0.601436265709156,0.157927441326896,3283,13676.8075730374,7.250416190631631,2.470360698547413,3.613807736249388,6072.402317610576,157.2302921495022,24.78,1.395404499760651,41.0,1.672131147540984
安徽,中部,2023,0.9584,1.0,0.9584,IRS,,1,29340,485,31361,453500,164135,241400,59.02,1644.8601,5425.8501,38905.141,947.6199300000001,10.25,1,234.10001,1.03,8.56,78.699997,9.9599991,81.699997,100.0,94.5,3.23,0.51999998,1164.72,6121,,,,63.64,90.09,92600.0,67.0,109.0,78752,0.615095572618853,0.158691739589152,3469,14121.1730109459,7.408920111092959,2.681506289821924,3.9438000326744,6356.010619179873,190.2826335566084,26.45,1.415619107479573,42.0,1.626865671641791
安徽,中部,2024,0.985,0.9957,0.9893,IRS,,1,30583,499,32635,449767,168511,244582,59.9,1782.3202,5902.5801,40304.672,946.7699,10.87,1,259.63,1.0599999,8.41,78.859993,10.939999,77.199997,100.0,95.099998,3.23,0.51999998,1200.33,6123,,,,63.1,89.0,89300.0,68.0,111.0,82694,0.6256736893679571,0.156854966677245,3463,14697.9258533399,7.345533235342153,2.752098644455332,3.99447983014862,6582.504001306549,196.0362567368937,25.9,1.410459587955626,43.0,1.632352941176471
山东,东部,2012,0.8831,0.9656,0.9145,IRS,,21,66462,677,68840,473768,168111,191721,73.89,1146.11,1991.65,58264.691,1397.48,7.070000200000001,21,114.6,0.28999999,6.95,77.0,6.9499998,95.0,93.900002,93.099998,4.7800002,0.67000002,1399.23,9708,1928.88,498.38,3.86,43.12,64.69,125900.0,47.0,76.0,44995,0.5202925422332101,0.105135503031803,2238,6082.117840955911,4.880181293778327,1.731674907292954,1.974876390605686,6001.719303667079,144.1316440049444,21.57,1.500231910946197,29.0,1.617021276595745
山东,东部,2013,0.8966,0.8991,0.9973,IRS,,21,72108,1338,75426,489737,194948,240078,81.93,1302.45,2307.49,62207.898,1414.84,7.27,21,124.05,0.28999999,6.4,77.279999,6.4000001,93.599998,93.400002,93.0,4.73,0.63999999,1406.16,9746,2245.97,571.45,4.11,42.67,70.72,122700.0,50.0,91.0,49407,0.534578288528627,0.10982061719635,2304,6863.123332649289,5.025005130309871,2.00028729735276,2.463349066283604,6382.91586291812,144.2807305561256,28.05,1.657370517928287,41.0,1.82
山东,东部,2014,0.8761,0.8808,0.9946,IRS,,21,72834,2108,77012,500631,195791,245711,83.85,1532.0,2537.6001,63126.621,1501.8199,7.54,21,131.64999,0.25,6.84,77.550003,6.8400002,93.0,91.800003,91.400002,4.5100002,0.88,1501.74,9808,2484.16,619.7,4.18,41.85,73.02,117100.00000000001,48.0,93.0,52729,0.547716150081566,0.114707629846017,2421,7317.811990212071,5.104312805872757,1.996237765089723,2.505210032626427,6436.237867047308,153.1137846655791,31.16999999999999,1.744802867383512,45.0,1.9375
山东,东部,2015,0.8745,0.8827,0.9907,IRS,,21,73041,2086,77259,519369,202993,254170,85.57,1683.89,2888.0901,61521.328,1521.76,7.469999799999999,21,130.89999,0.28999999,6.67,77.82,6.670000099999999,93.400002,92.199997,92.199997,3.9200001,0.99000001,1513.3,9866,2843.96,722.22,4.51,42.12,77.05,116199.99999999999,47.0,98.0,57090,0.569734441516319,0.116589570037948,2516,8362.061625785529,5.264230691262923,2.057500506790999,2.576221366308534,6235.691060206771,153.3853638759376,34.93,1.829297245963913,51.0,2.085106382978724
山东,东部,2016,0.8597,0.8861,0.9702,IRS,,21,72904,1891,76997,540994,210806,268379,87.41,1939.1801,3372.7,62162.961,1691.78,8.1599998,21,137.19,0.31,7.05,78.089996,7.0500002,92.800003,92.5,92.300003,4.6900001,0.95999998,1684.2,9973,3354.7,813.19,4.93,42.77,79.55,115000.0,47.0,102.0,60187,0.591296500551489,0.116517300872232,2620,8778.91306527625,5.424586383234733,2.113767171362679,2.691055850797152,6233.125538955179,168.8759651057856,36.77999999999999,1.859948562076222,55.0,2.170212765957447
山东,东部,2017,0.8512,0.8828,0.9642,IRS,,21,75106,1302,79050,584812,227649,293647,91.79,2140.73,3568.74,64436.32,1825.35,8.5,21,144.89,0.31,7.4,78.360001,7.400000099999999,93.099998,92.599998,92.400002,4.3000002,1.05,1818.92,10033,3570.82,842.49,4.92,44.96,85.73,116600.0,48.0,111.0,63939,0.6078939499651149,0.129354439892366,2519,9227.947772351241,5.828884680554172,2.269002292434965,2.926811521977474,6422.437954749327,181.2937306887272,40.77,1.906806049822064,63.0,2.3125
山东,东部,2018,0.8907,0.8913,0.9994,IRS,,21,77614,1081,81470,608459,245310,322750,96.14,2264.52,4121.3501,65561.773,1841.46,8.71,21,157.38,0.31999999,7.18,78.639999,7.179999799999999,93.199997,91.599998,92.300003,3.6900001,0.97000003,1838.05,10077,4140.82,917.1,6.21,47.9,82.0,119400.0,53.0,109.0,67493,0.614567827726506,0.151623628773906,2588,10023.7769177335,6.03809665575072,2.434355462935398,3.202838146273693,6506.080480301677,182.4005160265952,34.1,1.711899791231733,56.0,2.056603773584906
山东,东部,2019,0.8845,0.8945,0.9889,IRS,,21,79825,973,83616,629722,259781,341379,100.06,2553.71,4255.8799,67464.047,1859.6801,9.0299997,21,163.44,0.31999999,7.5,78.910004,7.5,93.900002,93.199997,93.099998,3.6400001,0.92000002,1849.93,10106,4285.76,961.43,6.03,49.19,82.39,119300.0,56.0,111.0,71371,0.618642390659014,0.15835440128706,2855,10627.1126063724,6.231169602216505,2.570562042351078,3.377983376212151,6675.642885414605,183.0526419948546,33.2,1.6749339296605,55.0,1.982142857142857
山东,东部,2020,0.9044,0.9095,0.9944,IRS,,21,81126,889,84872,646863,271412,355651,102.79,2547.72,4750.8501,61328.949,1661.9301,9.3599997,21,131.73,0.30000001,7.2,79.18,7.429999799999999,95.0,93.900002,93.900002,3.53,0.82999998,1658.7,10165,4823.41,1169.79,6.6,49.5,82.7,118300.0,58.0,112.0,73362,0.63049680275455,0.1513,3154,11051.1756025578,6.363630103295622,2.670063944909002,3.498780127889818,6033.344712247909,163.1775700934579,33.2,1.670707070707071,54.0,1.931034482758621
山东,东部,2021,0.9262,0.928,0.9981,IRS,,21,82062,779,85715,673920,282332,376542,105.57,2943.78,5245.8198,67152.711,1823.22,9.6899996,21,138.31,0.28999999,7.4,79.449997,7.360000099999999,94.800003,94.900002,94.900002,3.53,0.75999999,1817.1,10170,5374.74,1172.53,6.47,56.78,77.63,121700.0,65.0,106.0,83440,0.639429695181908,0.1592394533571,3429,11517.3647984267,6.626548672566372,2.776125860373648,3.702477876106195,6603.019764011799,178.6725663716814,20.84999999999999,1.367206762944699,41.0,1.630769230769231
山东,东部,2022,0.9351,0.9357,0.9994,IRS,,21,82485,640,86026,693677,289252,387133,107.88,3339.8401,5740.79,66736.469,1984.51,10.01,21,144.89,0.28,7.6,79.720001,7.29,94.599998,95.900002,95.900002,3.53,0.69,1809.88,10163,5802.75,1274.84,6.64,58.61,79.8,126500.0,67.0,110.0,88053,0.645380301092197,0.167225461846618,3663,11934.1041031192,6.825514119846502,2.846128111778018,3.809239397815606,6566.611138443373,178.0852110597265,21.19,1.361542398908036,43.0,1.641791044776119
山东,东部,2023,0.9969,0.9976,0.9993,IRS,,21,84426,601,88186,738634,262672,417624,113.59,3735.9001,6235.7603,78200.227,2145.8,10.330001,21,151.47,0.27000001,8.2,79.99000500000001,7.219999799999999,94.39999399999999,96.900002,96.900002,3.53,0.62,2335.93,10123,,,,63.06,84.83,136300.0,71.0,118.0,92878,0.6553393262866739,0.174281371960372,3909,12428.86496098,7.296591919391485,2.594803911883829,4.125496394349502,7725.005136817149,230.7547169811321,21.77,1.34522676815731,47.0,1.661971830985915
山东,东部,2024,0.9007,0.9008,0.9999,CRS,,21,86289,497,90070,761091,327592,433715,118.16,4131.9602,6730.7305,90323.984,2307.0901,10.650002,21,158.05,0.26000002,8.1,80.26001,7.1499996,94.199989,97.900002,97.900002,3.53,0.55000001,2464.99,10080,,,,64.1,89.2,139800.0,75.0,125.0,97575,0.664781746031746,0.177345978872696,3977,12973.4027777778,7.550505952380952,3.249920634920635,4.302728174603175,8960.712698412697,244.5426587301587,25.10000000000001,1.391575663026521,50.0,1.666666666666667
山西,中部,2012,0.8147,0.8154,0.9992,IRS,,22,38443,457,40192,165309,73507,70337,27.95,302.63,1841.79,11900.67,349.06,7.530000200000001,22,310.17999,0.44,5.83,75.519997,5.829999900000001,91.0,86.0,88.199997,7.849999900000001,1.08,348.47,3548,665.04,206.68,5.49,34.03,81.26,40000.0,38.0,106.0,33245,0.513246899661781,0.079660116834838,2351,7777.50845546787,4.659216459977452,2.071786922209696,1.982440811724915,3354.191093573844,98.21589627959415,47.23,2.387893035556861,68.0,2.789473684210526
山西,中部,2013,0.8315,0.8323,0.999,IRS,,22,38529,462,40281,172620,74788,74849,28.39,354.32001,2018.84,12486.42,367.01001,7.849999900000001,22,296.85999,0.49000001,5.57,75.82,5.5700002,90.400002,86.800003,89.199997,7.860000099999999,0.95999998,366.22,3535,732.8,229.62,5.81,34.91,84.92,39000.0,38.0,109.0,34368,0.528712871287129,0.079714257101846,2474,8571.79632248939,4.883168316831683,2.115643564356436,2.117369165487977,3532.22630834512,103.5983026874116,50.01000000000001,2.432540819249499,71.0,2.868421052631579
山西,中部,2014,0.8249,0.8253,0.9996,IRS,,22,39010,463,40777,177442,76689,79055,28.93,400.75,2188.8701,12767.41,391.28,8.3199997,22,292.45001,0.36000001,5.93,76.120003,5.9299998,92.0,87.099998,89.400002,7.219999799999999,1.15,388.24,3528,798.49,250.19,6.26,35.9,87.59,38100.0,39.0,113.0,34847,0.543083900226757,0.0852293486564586,2519,8745.124716553291,5.02953514739229,2.173724489795918,2.24078798185941,3618.880385487529,110.0453514739229,51.69,2.43983286908078,74.0,2.897435897435897
山西,中部,2015,0.8638,0.8674,0.9958,IRS,,22,39196,460,41002,183209,77314,83344,29.49,413.62,2518.8201,12521.26,381.41,9.3000002,22,268.20999,0.34,5.56,76.41999799999999,5.5599999,91.5,89.0,91.0,6.9499998,0.87,379.7,3519,922.93,298.09,7.23,36.85,91.85,37600.0,39.0,118.0,34159,0.5586814435919301,0.0918785371498408,2504,9727.10997442455,5.206280193236715,2.197044614947428,2.368400113668656,3558.186984938903,107.899971582836,54.99999999999999,2.492537313432836,79.0,3.025641025641026
山西,中部,2016,0.8318,0.8318,0.9999,DRS,,22,40288,455,42204,189689,79147,92112,31.13,467.72,2650.3301,12942.39,430.07999,9.4200001,22,243.87,0.44,5.52,76.709999,5.52,92.800003,88.699997,90.900002,7.48,0.88,425.04,3514,975.76,309.73,7.48,37.9,94.42,37000.0,40.0,126.0,34580,0.57256687535572,0.0869621481721126,2439,9757.71200910643,5.398093340922026,2.252333523050654,2.621286283437678,3683.093340922026,120.9561752988048,56.52,2.491292875989446,86.0,3.15
山西,中部,2017,0.8406,0.8408,0.9997,IRS,,22,40581,455,42490,197525,81477,96849,31.9,514.5,2938.24,13485.33,455.47,9.680000300000001,22,236.73,0.47,5.45,77.010002,5.4499998,92.099998,88.199997,89.400002,6.25,0.93000001,453.0,3510,1087.74,326.24,7.01,40.2,96.44,38500.0,41.0,130.0,41791,0.586039886039886,0.089885433715221,2401,10702.0512820513,5.627492877492878,2.321282051282051,2.759230769230769,3841.974358974359,129.0598290598291,56.23999999999999,2.399004975124378,89.0,3.170731707317073
山西,中部,2018,0.8727,0.8768,0.9953,IRS,,22,40198,449,42079,208305,85834,103860,33.09,598.59998,3282.0,12962.78,496.03,9.989999800000001,22,237.88,0.49000001,5.32,77.309998,5.3200002,90.599998,87.699997,89.400002,5.6999998,0.85000002,494.29,3502,1220.36,364.83,7.65,41.8,102.6,38900.0,43.0,138.0,46073,0.5985151342090229,0.103244644204586,2383,12232.7527127356,5.948172472872645,2.450999428897773,2.965733866362079,3701.536264991434,141.1450599657339,60.8,2.454545454545455,95.0,3.209302325581395
山西,中部,2019,0.8526,0.8547,0.9975,IRS,,22,40249,445,42162,218441,89259,108993,34.17,668.0700099999999,3465.29,13145.65,501.5400099999999,11.5,22,241.92,0.47999999,5.85,77.610001,5.8499999,92.5,88.300003,90.699997,4.79,0.72000003,499.33,3497,1292.28,385.6,7.59,43.44,108.37,38700.0,45.0,144.0,49467,0.612810980840721,0.109954501585551,2515,13470.8607377752,6.246525593365742,2.5524449528167,3.116757220474693,3759.122104661138,142.7881040892193,64.93,2.494705340699816,99.0,3.2
山西,中部,2020,0.8521,0.8573,0.9939,IRS,,22,39224,440,41140,223650,92094,116339,35.14,645.35999,4239.8301,12300.32,427.47,13.02,22,202.95,0.37,7.0,77.910004,6.5900002,95.5,92.400002,92.900002,4.8200002,0.76999998,426.2,3490,1479.91,469.45,8.38,43.0,114.8,37400.0,45.0,154.0,52105,0.6252148997134671,0.129,2688,14644.3266475645,6.408309455587393,2.638796561604584,3.333495702005731,3524.446991404011,122.1203438395415,71.8,2.669767441860465,109.0,3.422222222222222
山西,中部,2021,0.8906,0.8949,0.9952,IRS,,22,39101,431,41007,228946,96227,124305,36.29,712.51001,5014.3701,13440.74,445.7699900000001,14.53,22,211.66,0.40000001,7.3,78.209999,7.320000200000001,92.699997,93.699997,93.699997,4.8200002,0.77999997,434.8,3480,1569.42,437.06,6.95,52.31,84.91,37700.0,56.0,116.0,66249,0.6341954022988511,0.136803841250034,3112,14501.7816091954,6.578908045977012,2.76514367816092,3.57198275862069,3862.281609195402,124.9425287356322,32.59999999999999,1.623207799655897,60.0,2.071428571428572
山西,中部,2022,0.907,0.9085,0.9983,IRS,,22,37816,422,39661,228442,96160,126271,36.44,779.65002,5788.9102,12731.16,464.07999,16.049999,22,220.37,0.43000001,7.7,78.510002,8.050000200000001,89.900002,95.0,94.5,4.8200002,0.79000002,414.92,3481,1705.62,519.36,6.65,52.38,84.35,37100.0,57.0,116.0,73705,0.6394714162596961,0.144804375262936,3388,16881.6432059753,6.562539500143637,2.762424590634875,3.627434645216892,3657.328353921287,119.1956334386671,31.96999999999999,1.610347460862925,59.0,2.035087719298246
山西,中部,2023,0.9222,0.9223,0.9999,IRS,,22,35984,428,37849,232338,100393,132737,37.48,846.7900400000001,6563.4502,14621.58,482.38998,17.569999,22,229.07999,0.46000001,8.38,78.810005,8.7800002,87.10000600000001,96.300003,95.300003,4.8200002,0.80000007,523.7,3466,,,,53.34,86.45,37300.0,61.0,121.0,74999,0.649740334679746,0.152044059622972,3528,18308.1650317369,6.70334679746105,2.896508944027698,3.829688401615695,4218.574725908828,151.0963646855164,33.11,1.620734908136483,60.0,1.983606557377049
山西,中部,2024,0.913,0.9162,0.9965,IRS,,22,36645,339,38415,229934,110026,140203,39.25,913.93005,7337.9902,16042.0,500.69998,19.089998,22,237.78998,0.49000001,8.4,79.110008,9.510000199999999,84.300011,97.60000600000001,96.10000600000001,4.8200002,0.81000012,538.01,3446,,,,52.9,86.3,36100.0,68.0,127.0,73769,0.663087637840975,0.157854665425937,3565,18318.8334300638,6.672489843296575,3.192861288450377,4.068572257690075,4655.252466627974,156.1259431224608,33.4,1.631379962192817,59.0,1.867647058823529
广东,东部,2012,1.0,1.0,1.0,CRS,1.1375,5,44585,661,46534,355274,159428,199534,66.25,1587.3101,2062.77,71491.797,1215.8,4.9899998,5,317.54999,1.11,4.65,76.870003,4.6500001,94.099998,92.400002,95.599998,5.8400002,1.08,1228.01,11041,2185.3,587.32,3.83,22.95,68.91,59500.0,31.0,104.0,53271,0.671497146997555,0.0698229537869789,2082,6691.296078253779,3.217770129517254,1.443963409111493,1.80720949189385,6475.119735531202,111.222715333756,45.95999999999999,3.002614379084967,73.0,3.354838709677419
广东,东部,2013,1.0,1.0,1.0,CRS,1.1624,5,44470,1965,47835,378367,170171,217629,70.8,1813.84,2366.4199,75779.438,1297.5601,5.0100002,5,317.12,1.01,4.69,77.059998,4.6900001,95.300003,92.199997,95.5,5.1399999,1.13,1296.69,11270,2518.82,667.69,4.05,22.82,77.08,59900.0,30.0,118.0,57153,0.6809228039041701,0.072444135827063,2199,7463.17657497782,3.357293700088731,1.509946761313221,1.931047027506655,6723.996273291925,115.0567879325643,54.26,3.377738825591586,88.0,3.933333333333333
广东,东部,2014,1.0,1.0,1.0,CRS,1.1562,5,44675,1978,48085,405751,176112,233483,73.26,2056.49,2641.1101,78094.773,1392.84,5.0,5,360.75,1.01,4.7,77.25,4.6999998,94.099998,92.099998,95.900002,5.0500002,1.54,1392.36,11489,2832.33,803.78,4.18,25.65,74.87,60599.99999999999,33.0,113.0,61157,0.686221603272696,0.0827316588138255,2356,7966.4374619201,3.531647662981983,1.532874923840195,2.032230829489076,6797.3516406998,121.1907041517974,49.22000000000001,2.918908382066277,80.0,3.424242424242424
广东,东部,2015,1.0,1.0,1.0,CRS,1.1658,5,45013,1831,48320,435666,186807,254098,76.85,2260.8401,3043.29,78526.094,1441.45,4.98,5,313.19,0.97000003,4.32,77.449997,4.3200002,95.599998,92.099998,95.900002,4.6399999,1.6799999,1438.9,11678,3301.67,956.0,4.53,26.72,76.21,63800.0,34.0,113.0,65456,0.6950676485699611,0.0737149945351812,2434,10984.5864017811,3.730655934235314,1.599648912485015,2.175869155677342,6724.275903408117,123.2145915396472,49.48999999999999,2.852170658682635,79.0,3.323529411764706
广东,东部,2016,1.0,1.0,1.0,CRS,1.1157,5,46033,1544,49079,465142,199457,283793,81.91,2550.3501,3812.46,81200.672,1546.88,4.9499998,5,320.16,1.01,4.41,77.639999,4.4099998,95.599998,91.900002,95.5,4.6100001,1.72,1544.86,11908,4193.33,1158.66,5.19,28.51,76.68,65600.0,36.0,115.0,70799,0.701461202552906,0.07693226356303,2431,11291.6442727578,3.906130332549547,1.674983204568357,2.383212966073228,6819.001679543165,129.7329526368827,48.17,2.689582602595581,79.0,3.194444444444445
广东,东部,2017,1.0,1.0,1.0,CRS,1.1059,5,47071,1215,49874,492064,212657,307664,86.41,2837.1399,4135.7598,83620.219,1634.62,5.1399999,5,346.70999,0.98000002,4.52,77.83000200000001,4.52,95.0,91.099998,95.300003,4.4000001,1.78,1632.41,12141,4619.23,1321.38,5.15,31.02,74.78,68500.0,39.0,114.0,77346,0.707437608104769,0.0774678531798699,2454,12385.7013425583,4.052911621777448,1.751560826950004,2.534091096285314,6887.424347253109,134.4543283090355,43.76000000000001,2.4107027724049,75.0,2.923076923076923
广东,东部,2018,1.0,1.0,1.0,CRS,1.1242,5,48684,1058,51451,516929,229165,334551,91.84,3196.52,4581.96,84530.258,1710.12,5.5900002,5,310.94,1.0700001,4.55,78.019997,4.5500002,93.400002,90.199997,94.5,4.2199998,1.88,1708.73,12348,5198.69,1435.87,5.2,33.5,73.8,70700.0,42.0,115.0,83201,0.718091998704244,0.0826345889232886,2542,12738.3057985099,4.186337868480726,1.855887593132491,2.709353741496598,6845.663913184321,138.3811143505021,40.3,2.202985074626866,73.0,2.738095238095238
广东,东部,2019,1.0,1.0,1.0,CRS,1.1185,5,51064,1018,53900,545196,243564,356330,96.19,3685.02,5317.6001,89179.773,1815.95,6.630000099999999,5,315.37,1.11,4.46,78.209999,4.46,94.300003,91.199997,95.199997,4.190000100000001,2.02,1814.17,12489,6126.41,1666.1,5.69,35.83,72.64,71400.0,44.0,113.0,88954,0.726479301785571,0.0857887262521106,2751,13850.4684122027,4.365409560413164,1.950228200816719,2.853150772679959,7140.66562575066,145.2614300584514,36.81,2.027351381523863,69.0,2.568181818181818
广东,东部,2020,1.0,1.0,1.0,CRS,1.1494,5,53069,897,55900,564773,256800,374457,100.62,3532.75,4059.5801,72639.5,1564.3,7.6599998,5,272.20001,1.0700001,4.7,78.400002,4.6500001,95.400002,92.300003,97.400002,4.059999899999999,1.92,1567.7,12624,7073.13,1950.18,6.39,39.6,67.9,73600.0,47.0,109.0,90558,0.741524081115336,0.0859,3175,13807.6600126743,4.473803865652725,2.034220532319392,2.966230988593156,5754.079531051964,124.1840937896071,28.3,1.714646464646465,62.0,2.319148936170213
