省份,区域,年份,综合效率_OTE,纯技术效率_PTE,规模效率_SE,规模报酬类型,超效率,代码_x,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
福建,东部,2022,0.9891,0.9916,0.9975,IRS,,3,27940,324,29116,232473,100243,136771,37.96,1256.33,5342.48,26275.221,590.56,8.510000199999999,3,194.99001,0.79000002,6.5,78.800003,6.369999900000001,92.900002,97.800003,95.900002,3.6300001,0.85000002,566.43,4188,2262.14,641.46,4.26,49.11,63.33,38300.0,55.0,97.0,124417,0.701050620821394,0.121934731934732,3277,13589.3505253104,5.55093123209169,2.393576886341929,3.265783190066858,6273.930515759313,135.2507163323782,14.22,1.289554062309102,42.0,1.763636363636364
福建,东部,2023,1.0,1.0,1.0,CRS,1.0318,3,28845,324,30023,242133,105689,144771,39.71,1416.09,5697.7397,29140.451,620.15997,9.3000007,3,180.49001,0.87000006,6.95,79.060005,6.4599996,91.60000600000001,99.800003,96.0,3.6300001,0.83000004,672.34,4183,,,,51.11,66.16,40400.0,58.0,102.0,130932,0.7104948601482192,0.126254370430913,3462,14007.6261056658,5.788501075782931,2.526631604111881,3.46093712646426,6966.399952187426,160.7315323930194,15.05,1.294462923107024,44.0,1.758620689655172
福建,东部,2024,1.0,1.0,1.0,CRS,1.0458,3,29416,282,30543,248993,168535,150871,41.04,1575.85,6052.9995,32205.682,649.75995,10.090001,3,165.99001,0.95000011,6.71,79.32000699999999,6.5499992,90.300011,100.0,96.099998,3.6300001,0.81000006,709.1,4193,,,,52.3,68.0,41900.00000000001,60.0,106.0,137920,0.7181015979012639,0.129535239330893,3514,14502.5757214405,5.938301931791081,4.019437157166706,3.598163606010017,7680.820891962795,169.1151919866444,15.7,1.30019120458891,46.0,1.766666666666667
西藏,西部,2012,1.0,1.0,1.0,CRS,2.3244,27,6412,142,6660,8352,2897,1732,2.16,10.0,2079.51,1012.37,14.55,3.73,27,230.95,1.38,5.21,68.970001,5.21,59.299999,49.5,53.200001,24.040001,5.21,14.4,315,63.97,43.49,9.13,24.49,63.91,2600.0,25.0,104.0,23112,0.228571428571429,0.0541488118426178,1508,28740.9523809524,2.651428571428571,0.9196825396825397,0.5498412698412698,3213.873015873016,45.71428571428572,39.42,2.609636586361781,79.0,4.16
西藏,西部,2013,1.0,1.0,1.0,CRS,1.8429,27,6479,138,6725,11003,3658,2397,2.47,15.91,2366.0,1178.4301,19.469999,3.8900001,27,237.57001,0.75,5.39,69.379997,5.3899999,73.900002,62.5,63.200001,18.82,4.1700001,19.89,317,73.83,47.56,9.14,30.02,103.17,3200.0,29.0,143.0,26593,0.239747634069401,0.0516504854368932,1528,31997.1608832808,3.470977917981072,1.153943217665615,0.7561514195583596,3717.445110410095,62.74447949526814,73.15,3.436708860759494,114.0,4.931034482758621
西藏,西部,2014,1.0,1.0,1.0,CRS,1.8144,27,6542,139,6795,11929,3987,2715,2.65,18.93,2580.03,1313.1,22.93,4.3600001,27,267.66,0.76999998,5.21,69.779999,5.21,70.099998,64.300003,58.900002,16.75,4.3200002,23.06,325,81.93,57.53,8.9,32.13,105.6,3400.0000000000005,33.0,140.0,29745,0.261538461538462,0.0549618320610687,1676,36477.2307692308,3.670461538461538,1.226769230769231,0.8353846153846154,4040.307692307692,70.95384615384614,73.47,3.286647992530345,107.0,4.242424242424242
西藏,西部,2015,1.0,1.0,1.0,CRS,1.705,27,6531,142,6814,14013,4395,3190,2.91,24.9,3208.6599,1376.17,28.99,3.1400001,27,325.51999,0.60000002,5.1,70.18,5.0999999,81.800003,73.099998,64.699997,16.9,4.869999900000001,28.7,330,103.95,72.39,10.13,32.53,109.41,3400.0000000000005,33.0,116.0,32477,0.287878787878788,0.0570762728601335,1766,41862.4242424242,4.246363636363636,1.331818181818182,0.9666666666666667,4170.212121212122,86.96969696969695,76.88,3.363356901321857,83.0,3.515151515151515
西藏,西部,2016,1.0,1.0,1.0,CRS,1.5727,27,6546,142,6835,14456,4791,3833,2.92,30.08,3780.9399,1394.2,34.380001,2.97,27,287.09,0.46000001,5.11,70.58000200000001,5.1100001,82.099998,72.300003,69.699997,16.52,3.3199999,28.71,340,124.98,85.54,10.85,30.14,106.47,3300.0,29.0,118.0,35743,0.3147058823529411,0.04983865184654,1765,46705.2941176471,4.251764705882353,1.409117647058824,1.127352941176471,4100.588235294118,84.44117647058825,76.33,3.532514930325149,89.0,4.068965517241379
西藏,西部,2017,1.0,1.0,1.0,CRS,1.5256,27,6533,143,6826,16103,5720,4460,3.34,34.580002,4131.04,1599.5601,33.200001,2.8900001,27,316.70999,0.91000003,4.95,70.980003,4.9499998,84.099998,73.400002,70.800003,15.94,2.6600001,32.74,349,139.28,95.48,10.63,32.44,89.09,3700.0,30.0,100.0,40086,0.332378223495702,0.0579191991419378,1678,48193.123209169,4.61404011461318,1.638968481375358,1.277936962750716,4583.26676217765,93.810888252149,56.65000000000001,2.746300863131936,70.0,3.333333333333333
西藏,西部,2018,1.0,1.0,1.0,CRS,1.3494,27,6539,145,6844,16787,6230,5573,3.68,39.84,4881.8198,1640.8,31.059999,2.8299999,27,358.09,0.64999998,4.58,71.389999,4.579999900000001,69.099998,71.300003,71.0,14.67,2.1099999,30.91,354,167.85,111.28,10.84,34.8,70.1,3800.0,37.0,84.0,45049,0.338983050847458,0.0567980120695776,1616,55668.9265536723,4.742090395480226,1.759887005649718,1.574293785310734,4635.02824858757,87.31638418079096,35.3,2.014367816091954,47.0,2.27027027027027
西藏,西部,2019,1.0,1.0,1.0,CRS,1.3679,27,6635,147,6940,17063,7134,5986,3.88,45.68,5395.0098,1634.29,30.559999,3.8800001,27,397.67001,0.55000001,4.46,71.790001,4.46,71.099998,71.900002,73.400002,12.64,2.8399999,30.47,361,189.13,126.47,11.14,37.76,45.69,3800.0,45.0,58.0,48961,0.3462603878116339,0.0601531170251549,1588,60602.4930747922,4.726592797783933,1.97617728531856,1.658171745152355,4527.119113573407,84.40443213296399,7.93,1.210010593220339,13.0,1.288888888888889
西藏,西部,2020,1.0,1.0,1.0,CRS,1.3438,27,6632,134,6939,18586,7367,6843,4.1,51.25,5765.4199,1628.3101,33.110001,4.9299998,27,337.10001,0.54000002,5.4,72.190002,4.9699998,90.800003,85.300003,86.400002,13.51,2.0899999,32.9,366,210.44,147.11,11.06,41.2,43.2,3900.0,50.0,53.0,53825,0.35792349726776,0.0567,1629,60407.650273224,5.078142076502732,2.012841530054645,1.869672131147541,4448.934699453552,89.89071038251366,2.0,1.048543689320388,3.0,1.06
西藏,西部,2021,1.0,1.0,1.0,CRS,1.2959,27,6600,127,6907,19650,8304,7795,4.23,56.580002,6135.8301,1620.51,32.18,5.98,27,333.32001,0.43000001,5.5,72.589996,5.4699998,84.800003,84.199997,84.199997,13.51,2.1199999,32.3,366,254.69,172.98,12.24,35.36,108.77,4200.0,45.0,146.0,58609,0.366120218579235,0.0580945003872967,1634,55382.7868852459,5.368852459016393,2.268852459016394,2.129781420765027,4427.622950819672,88.25136612021856,73.41,3.076074660633484,101.0,3.244444444444444
西藏,西部,2022,1.0,1.0,1.0,CRS,1.3111,27,6597,126,6906,20000,8741,8147,4.22,61.919998,6506.2402,1412.71,31.24,7.02,27,329.54001,0.49000001,5.5,72.989998,5.9699998,78.800003,83.099998,82.0,13.51,2.1500001,29.76,364,276.48,196.42,12.96,35.56,113.06,4200.0,46.0,152.0,61244,0.3736263736263739,0.0589812332439678,1666,71235.71428571429,5.494505494505495,2.401373626373626,2.238186813186813,3881.071428571428,81.75824175824175,77.5,3.179415073115861,106.0,3.304347826086957
西藏,西部,2023,1.0,1.0,1.0,CRS,1.1906,27,6745,121,7058,21678,9878,9849,4.63,67.25999499999999,6876.6504,1604.9099,30.299999,8.059999900000001,27,325.76001,0.55000001,5.48,73.389999,6.4699998,72.800003,82.0,79.800003,13.51,2.1800003,35.37,365,,,,35.14,130.87,4300.0,50.0,174.0,69489,0.389041095890411,0.0608899297423888,1612,76959.4520547945,5.939178082191781,2.706301369863014,2.698356164383562,4397.013424657534,96.90410958904108,95.73,3.724245873648264,124.0,3.48
西藏,西部,2024,1.0,1.0,1.0,CRS,1.1351,27,6912,120,7233,21542,11215,10931,5.08,72.599991,7247.0605,1707.1099,29.359999,9.0999999,27,321.98001,0.61000001,5.76,73.790001,6.969999799999999,66.800003,80.900002,77.60000600000001,13.51,2.2100005,42.51,370,,,,35.6,125.6,4500.0,54.0,185.0,75237,0.3972972972972971,0.0629590766002099,1625,78908.6486486487,5.822162162162162,3.031081081081081,2.954324324324324,4613.81054054054,114.8918918918919,90.0,3.528089887640449,131.0,3.425925925925926
贵州,西部,2012,1.0,1.0,1.0,CRS,1.0667,7,26264,340,27404,139211,39528,48646,19.11,256.95999,1378.38,11515.13,563.3200099999999,5.5700002,7,257.48001,2.0899999,6.96,72.559998,6.96,93.400002,79.599998,78.800003,4.8600001,1.27,562.06,3587,480.23,242.62,7.01,27.39,69.57,37800.0,23.0,79.0,19188,0.362977418455534,0.0915689174778989,1392,7682.40869807639,3.88098689712852,1.101979369947031,1.356175076665737,3210.23975466964,156.6936158349596,42.17999999999999,2.539978094194961,56.0,3.434782608695652
贵州,西部,2013,1.0,1.0,1.0,CRS,1.0494,7,26657,1498,29177,166724,44169,58666,22.16,333.85001,1577.7,12662.41,653.52002,5.6799998,7,261.95001,1.96,7.15,73.290001,7.150000099999999,84.199997,82.900002,83.400002,4.9299998,1.05,646.07,3632,552.54,278.0,6.9,32.63,69.62,41500.0,29.0,74.0,22385,0.378854625550661,0.0927867151011936,1535,8487.5,4.590418502202644,1.216106828193833,1.615253303964758,3486.346365638767,177.8827092511013,36.99,2.13361936867913,45.0,2.551724137931035
贵州,西部,2014,1.0,1.0,1.0,CRS,1.0728,7,26432,1464,28995,182189,45649,67204,23.75,379.29001,1846.75,13016.03,640.14001,5.079999900000001,7,254.2,1.86,7.18,74.019997,7.179999799999999,94.099998,84.599998,85.800003,5.4400001,1.1,633.84,3677,647.85,310.36,6.99,34.42,100.62,41700.0,30.0,110.0,25441,0.402502039706282,0.0922279792746114,1690,9635.02855588795,4.954827304868099,1.241474027740005,1.827685613271689,3539.850421539299,172.3796573293446,66.2,2.923300406740267,80.0,3.666666666666667
贵州,西部,2015,1.0,1.0,1.0,CRS,1.0368,7,26175,1318,28712,196422,50401,76032,25.91,419.60999,2136.78,13201.16,633.88,6.130000099999999,7,266.60999,2.1099999,7.2,74.75,7.1999998,93.699997,87.800003,88.699997,5.04,1.21,626.5,3708,754.18,371.7,7.18,35.56,111.64,42100.0,32.0,121.0,29484,0.429611650485437,0.0947867212435384,1819,10624.3257820928,5.297249190938511,1.359250269687163,2.050485436893204,3560.183387270766,168.9590075512405,76.08,3.139482564679415,89.0,3.78125
贵州,西部,2016,1.0,1.0,1.0,CRS,1.012,7,26172,597,28017,210279,55371,85993,27.74,479.01001,2472.3701,13844.5,661.9299900000001,5.6100001,7,254.21001,2.1900001,6.93,75.480003,6.929999799999999,93.5,88.400002,89.400002,5.0599999,1.26,654.61,3758,878.93,403.29,7.46,36.88,118.84,43800.0,34.0,131.0,32505,0.455561468866418,0.0962393448102958,2005,11342.0968600319,5.595502927088877,1.473416711016498,2.288265034592869,3684.007450771687,174.1910590739755,81.96000000000001,3.22234273318872,97.0,3.852941176470588
贵州,西部,2017,0.9863,0.9864,0.9999,IRS,,7,26378,356,28034,232990,60382,97970,30.19,547.53003,2916.3799,15241.79,732.78003,5.9000001,7,261.20999,2.9100001,6.88,76.209999,6.880000099999999,91.099998,88.699997,89.300003,4.96,1.27,727.21,3803,1044.07,440.82,7.71,39.58,144.13,46200.0,36.0,156.0,37210,0.4775177491454121,0.0994866945832771,2129,12128.6352879306,6.12647909545096,1.587746515908493,2.576124112542729,4007.833289508283,191.2200894031028,104.55,3.641485598787266,120.0,4.333333333333333
贵州,西部,2018,0.9928,1.0,0.9928,IRS,,7,26374,343,28066,245639,65264,109127,32.34,615.78998,3352.1201,16358.62,815.25,6.4499998,7,259.17999,3.1500001,6.85,76.940002,6.849999900000001,92.0,90.300003,91.300003,5.25,1.5599999,809.6,3822,1206.76,485.59,7.86,45.5,86.0,47900.0,43.0,97.0,41670,0.495290423861853,0.113405907688134,2254,13159.8116169545,6.426975405546834,1.707587650444793,2.85523286237572,4280.120355834641,211.8262689691261,40.5,1.89010989010989,54.0,2.255813953488372
贵州,西部,2019,0.9929,1.0,0.9929,IRS,,7,26806,327,28511,264986,71572,121386,34.71,709.60999,3838.96,17579.73,860.0999800000001,8.630000099999998,7,250.02,4.7399998,6.95,77.66999799999999,6.9499998,93.599998,91.800003,92.400002,4.5900002,1.15,854.53,3848,1390.84,550.13,8.29,49.1,81.61,50400.0,46.0,94.0,44985,0.51481288981289,0.115808107629669,2453,15459.3035343035,6.886330561330562,1.85997920997921,3.154521829521829,4568.536902286902,222.0712058212058,32.51,1.662118126272912,48.0,2.043478260869565
贵州,西部,2020,0.9693,1.0,0.9693,IRS,,7,27138,322,28880,276379,77136,131472,36.69,741.12,3863.05,16209.25,781.37,10.81,7,248.35001,4.1199999,7.2,78.400002,7.070000200000001,94.400002,91.900002,92.900002,4.75,1.08,776.4,3858,1490.37,615.27,8.36,48.6,107.9,54100.0,49.0,122.0,47517,0.531622602384655,0.1156,2654,14876.879212027,7.16378952825298,1.999377916018662,3.407776049766718,4201.464489372732,201.244167962675,59.3,2.220164609053498,73.0,2.489795918367347
贵州,西部,2021,0.9531,1.0,0.9531,IRS,,7,27465,328,29292,296902,84453,141650,38.41,802.97998,3887.1399,18087.801,844.94,13.0,7,245.94,4.059999899999999,7.2,79.129997,7.190000099999999,93.099998,93.800003,93.800003,4.75,1.1799999,839.4,3852,1536.9,569.49,7.85,70.95,90.73,54000.0,71.0,102.0,51677,0.5433541017653171,0.117628315113486,2593,14511.9678089304,7.707736240913811,2.192445482866044,3.677310488058152,4695.690809968847,217.9127725856698,19.78,1.278787878787879,31.0,1.436619718309859
贵州,西部,2022,0.9304,1.0,0.9304,IRS,,7,27294,344,29150,309725,88570,147128,39.83,864.8400300000001,3911.23,19266.35,908.51001,15.18,7,243.53,4.0,7.3,79.860001,7.309999900000001,91.800003,95.699997,94.699997,4.75,1.28,868.55,3856,1584.85,611.09,7.86,74.07,94.22,56300.0,74.0,105.0,53398,0.547977178423237,0.121240506329114,2608,15174.6887966805,8.032287344398341,2.296939834024896,3.815560165975104,4996.460062240663,225.2463692946058,20.15000000000001,1.272039962197921,31.0,1.418918918918919
贵州,西部,2023,0.9382,0.9929,0.9449,IRS,,7,28750,333,30695,315448,101587,163706,43.05,926.7000699999999,3935.3201,20944.898,972.0800199999999,17.360001,7,241.12,3.9400001,7.32,80.59000400000001,7.429999799999999,90.500008,97.599991,95.599991,4.75,1.38,1037.26,3865,,,,73.91,98.71,48200.0,80.0,118.0,55728,0.559379042690815,0.128166695333808,2641,16050.9702457956,8.161655886157826,2.628382923673998,4.235601552393273,5419.119793014231,268.372574385511,24.8,1.335543228250575,38.0,1.475
贵州,西部,2024,0.9429,0.971,0.971,IRS,,7,28951,282,30869,324871,108504,168744,44.43,988.5601199999999,3959.4102,22623.447,1035.65,19.540001,7,238.70999,3.8800001,7.7,81.32000699999999,7.5499997,89.200012,99.499985,96.499985,4.75,1.48,1069.57,3860,,,,75.7,102.9,51600.0,82.0,123.0,58685,0.5665803108808289,0.129039565086077,2668,16903.4715025907,8.416347150259067,2.810984455958549,4.371606217616581,5860.996632124352,277.0906735751295,27.2,1.359313077939234,41.0,1.5
辽宁,东北,2012,0.842,1.0,0.842,IRS,,17,34249,497,35792,230962,89892,98036,32.97,569.08002,2305.6799,17525.5,550.44,8.369999900000002,17,230.88,0.50999999,6.54,76.839996,6.54,96.800003,95.0,95.699997,7.9899998,0.82999998,549.44,4375,1011.96,233.02,4.07,33.78,79.67,36500.0,34.0,87.0,41416,0.656457142857143,0.0993692143851888,2811,10419.6342857143,5.279131428571429,2.054674285714286,2.240822857142857,4005.828571428571,125.5862857142857,45.89,2.358496151568976,53.0,2.558823529411764
辽宁,东北,2013,0.872,0.9474,0.9203,IRS,,17,33521,1035,35612,241860,92308,103409,33.84,644.31,2680.5901,17838.07,595.09003,8.2299995,17,209.53999,0.64999998,6.12,77.07,6.119999900000001,96.0,94.800003,95.400002,7.4899998,0.83999997,589.86,4365,1176.78,263.26,4.35,42.16,69.94,34800.0,41.0,76.0,44701,0.664604810996564,0.102150092462256,2903,11907.0332187858,5.540893470790378,2.114730813287514,2.369049255441008,4086.613974799541,135.1340206185567,27.78,1.658918406072106,35.0,1.853658536585366
辽宁,东北,2014,0.9744,1.0,0.9744,IRS,,17,33297,1031,35441,255513,91213,105828,33.92,722.09998,3028.54,18451.301,635.15002,8.4700003,17,236.07001,0.5,6.23,77.300003,6.23,95.400002,91.300003,95.0,6.889999900000001,0.82999998,631.94,4358,1329.95,289.38,4.65,37.85,87.33,35300.0,34.0,92.0,46730,0.670491050940799,0.121619384037973,2933,11657.8476365305,5.863079394217531,2.093001376778339,2.428361633776962,4233.891922900413,145.0068838916934,49.48,2.307265521796565,58.0,2.705882352941177
辽宁,东北,2015,1.0,1.0,1.0,CRS,1.0025,17,33105,955,35236,266986,94231,110976,34.85,787.75,3221.8601,18550.98,646.35999,9.380000099999998,17,211.17999,0.56999999,6.59,77.529999,6.5900002,94.5,93.400002,94.400002,6.079999900000001,0.81,643.3,4338,1411.95,292.79,4.92,39.36,91.54,35300.0,35.0,95.0,47511,0.680497925311203,0.128653656630815,2876,10331.051175657,6.154587367450438,2.172222222222222,2.558229598893499,4276.390041493775,148.2941447671738,52.18000000000001,2.325711382113821,60.0,2.714285714285714
辽宁,东北,2016,0.9677,1.0,0.9677,IRS,,17,33931,854,36131,284384,98985,119147,36.57,873.26001,3390.8899,19294.189,692.5700099999999,9.29,17,200.7,0.56999999,6.78,77.760002,6.780000200000001,93.699997,93.199997,94.300003,6.860000099999999,0.80000001,687.53,4327,1484.46,316.59,6.67,40.73,99.53,36700.0,35.0,103.0,48083,0.6886988675756879,0.132240645794698,2845,10578.8537092674,6.572313381095447,2.287612664663739,2.753570603189277,4459.022186272244,158.892997457823,58.8,2.443653326786153,68.0,2.942857142857143
辽宁,东北,2017,0.9752,1.0,0.9752,IRS,,17,33540,775,35767,298609,104323,127445,38.09,938.94,3675.3201,20042.27,735.12,9.880000099999998,17,205.22,0.67000002,6.93,77.989998,6.929999799999999,95.699997,94.199997,94.699997,5.9699998,0.75,729.78,4312,1605.71,343.79,6.86,40.19,111.18,37900.0,34.0,115.0,51176,0.6948051948051949,0.140760098974117,2859,11315.9090909091,6.925069573283859,2.419364564007421,2.955589053803339,4648.021799628943,169.2439703153989,70.99000000000001,2.766359790992785,81.0,3.382352941176471
辽宁,东北,2018,0.9326,0.9524,0.9792,IRS,,17,33777,672,36029,314440,108499,134492,39.19,1018.37,3966.0901,19869.02,741.6799900000001,10.04,17,200.25,0.98000002,7.39,78.220001,7.389999900000001,93.5,92.900002,94.099998,5.71,0.63999999,737.72,4291,1728.94,357.05,7.35,48.6,104.5,40400.0,40.0,109.0,56058,0.7026334187835,0.149759400179051,2866,12439.3381496155,7.3278955954323,2.52852481938942,3.134281053367514,4630.393847587975,171.9226287578653,55.9,2.150205761316872,69.0,2.725
辽宁,东北,2019,0.9623,0.9628,0.9995,IRS,,17,32275,456,34238,313847,111710,139098,39.67,1110.3101,4160.6499,19987.551,708.28998,11.39,17,194.98,1.02,7.25,78.449997,7.25,95.599998,93.699997,94.199997,5.1500001,0.69999999,708.8,4277,1810.59,378.75,7.27,49.29,103.37,39300.0,40.0,111.0,59911,0.7121814355856909,0.159230769230769,3136,13432.5227963526,7.338017301847089,2.61187748421791,3.252232873509469,4673.264203881226,165.7236380640636,54.08000000000001,2.0971799553662,71.0,2.775
辽宁,东北,2020,0.8894,0.9045,0.9834,IRS,,17,32174,466,34131,314488,113955,142745,40.15,1018.02,4486.8701,16299.17,575.83002,12.73,17,155.22,0.88,8.6,78.68,8.0699997,95.599998,93.300003,94.300003,5.3499999,0.69999999,575.4,4255,1909.38,447.09,7.6,44.1,116.8,38300.0,37.0,128.0,60570,0.7215041128084609,0.1742,3487,14134.3595769683,7.3910223266745,2.678143360752057,3.35475910693302,3830.592244418332,135.2291421856639,72.69999999999999,2.648526077097506,91.0,3.45945945945946
辽宁,东北,2021,0.968,0.9692,0.9987,IRS,,17,30919,539,33051,324528,119022,152697,41.77,1204.3,4813.0898,16727.619,614.21002,14.08,17,164.27,0.97000003,8.9,78.910004,8.8900003,93.599998,94.199997,94.199997,5.3499999,0.68000001,610.3,4229,1950.21,415.94,7.07,61.36,87.2,39400.0,52.0,97.0,67117,0.7280681012059592,0.188048306806259,3742,13902.1281626862,7.673870891463703,2.814424213762118,3.610711752187278,3955.454953889808,144.3130763773942,25.84,1.421121251629726,45.0,1.865384615384615
辽宁,东北,2022,0.967,0.9682,0.9987,IRS,,17,30549,498,32679,326268,120389,157849,42.55,1390.58,5139.3101,15856.07,652.59003,15.43,17,173.32001,1.0599999,9.0,79.139999,9.71,91.599998,95.099998,94.099998,5.3499999,0.66000003,601.0,4197,2056.46,482.83,7.1,63.01,87.71,35800.0,54.0,99.0,70590,0.73004527043126,0.200162828564783,3931,14918.8229687872,7.773838456040028,2.868453657374315,3.760995949487729,3777.953299976173,143.197522039552,24.7,1.39200126963974,45.0,1.833333333333333
辽宁,东北,2023,0.9869,0.9909,0.996,IRS,,17,32005,440,34137,334208,124256,167901,44.26,1576.8599,5465.5303,19414.521,690.97003,16.780001,17,182.37001,1.1499999,9.59,79.36999499999999,10.53,89.599998,96.0,94.0,5.3499999,0.64000005,779.29,4182,,,,66.42,89.1,35200.0,57.0,105.0,74925,0.7350549976088001,0.210582491200182,3963,15721.6164514586,7.991582974653276,2.971209947393592,4.014849354375897,4642.401004304161,186.3438546150167,22.67999999999999,1.341463414634146,48.0,1.842105263157895
辽宁,东北,2024,0.8949,0.8959,0.999,IRS,,17,34973,363,37137,337748,136223,178853,46.82,1763.1398,5791.7505,21212.973,729.35004,18.130001,17,191.42001,1.2399998,9.69,79.599991,11.349999,87.599998,96.900002,93.900002,5.3499999,0.62000006,781.32,4155,,,,67.9,90.4,33900.0,62.0,113.0,78236,0.7417569193742479,0.21902111638566,4032,16510.3008423586,8.128712394705175,3.278531889290012,4.304524669073405,5105.408664259928,188.043321299639,22.5,1.331369661266568,51.0,1.82258064516129
重庆,西部,2012,1.0,1.0,1.0,CRS,1.2089,31,17310,167,17961,130813,38790,49823,18.41,333.75,2110.5,13304.98,449.73999,7.320000200000001,31,245.58,1.89,6.86,76.269997,6.860000099999999,90.199997,85.599998,87.199997,4.71,0.85000002,448.17,2975,621.54,195.56,5.45,37.15,40.86,41100.0,34.0,44.0,39864,0.566386554621849,0.129044072762788,2734,10239.8655462185,4.397075630252101,1.303865546218487,1.67472268907563,4472.26218487395,150.6453781512605,3.710000000000001,1.099865410497981,10.0,1.294117647058824
重庆,西部,2013,1.0,1.0,1.0,CRS,1.2234,31,18025,350,18926,147436,41712,55460,19.77,407.29999,2482.6101,13909.95,507.1499900000001,7.3400002,31,254.55,1.89,6.77,76.559998,6.77,88.5,88.699997,90.099998,4.5599999,0.77999997,503.78,3011,737.34,226.79,5.83,41.71,45.83,44700.0,35.0,48.0,44356,0.582862836267021,0.132465731070496,2894,10170.3088674859,4.896579209564929,1.385320491531053,1.84191298571903,4619.711059448689,167.313184988376,4.119999999999997,1.098777271637497,13.0,1.371428571428571
重庆,西部,2014,1.0,1.0,1.0,CRS,1.1751,31,17886,298,18767,160579,44252,62739,21.05,482.35999,2746.3,13797.98,551.33002,7.54,31,250.39,1.9400001,7.05,76.839996,7.0500002,93.0,88.0,90.300003,4.3200002,0.95999998,548.81,3043,821.53,255.09,5.76,38.98,57.15,47400.0,32.0,61.0,49262,0.5974367400591519,0.141248430347956,3017,10858.9878409464,5.276996385146237,1.454222806441012,2.061748274728886,4534.334538284587,180.3516266841932,18.17,1.46613648024628,29.0,1.90625
重庆,西部,2015,1.0,1.0,1.0,CRS,1.1231,31,18986,159,19806,176549,47689,69954,22.71,547.53003,3315.8201,14500.3,591.0700099999999,7.099999900000001,31,262.07999,2.0699999,7.19,77.129997,7.190000099999999,93.300003,89.400002,92.0,3.98,1.15,588.1,3070,1000.23,323.69,6.36,41.93,63.69,48700.0,34.0,66.0,53348,0.6146579804560259,0.132921293401314,3071,12351.7915309446,5.750781758957655,1.553387622149837,2.278631921824104,4723.224755700326,191.5635179153095,21.76,1.518960171714763,32.0,1.941176470588235
重庆,西部,2016,1.0,1.0,1.0,CRS,1.0953,31,19044,156,19933,190850,51474,77463,24.28,607.39001,3492.1899,14905.67,631.37,7.46,31,263.60001,2.6300001,7.24,77.41999799999999,7.2399998,93.599998,90.300003,92.199997,4.27,1.02,628.03,3110,1064.57,339.75,6.0,44.92,68.7,50300.0,36.0,71.0,59130,0.633440514469453,0.139671361502347,3059,12867.5562700965,6.136655948553055,1.655112540192926,2.490771704180064,4792.819935691318,201.9389067524116,23.78,1.529385574354408,35.0,1.972222222222222
重庆,西部,2017,1.0,1.0,1.0,CRS,1.0649,31,18748,152,19682,206376,55216,84853,25.59,679.84003,3836.1101,15552.73,687.06,8.2399998,31,283.73001,2.8299999,7.27,77.699997,7.27,93.0,90.699997,92.0,4.1700001,0.89999998,682.73,3144,1179.67,366.31,6.05,46.53,76.93,51000.0,37.0,79.0,64793,0.6501272264631041,0.142795121758693,3084,13792.2391857506,6.56412213740458,1.756234096692112,2.698886768447837,4946.797073791348,217.1533078880407,30.40000000000001,1.653341929937675,42.0,2.135135135135135
重庆,西部,2018,0.9483,0.9939,0.9541,IRS,,31,19535,153,20524,220104,61809,95109,27.28,746.03003,4430.6499,15968.77,705.44,8.21,31,240.88,3.6600001,7.54,77.989998,7.54,92.199997,90.0,91.199997,3.8199999,0.94999999,703.3,3163,1374.3,380.65,6.37,54.1,74.7,52900.0,44.0,79.0,69341,0.66613974075245,0.144711992445704,3081,14356.4653809674,6.958710085361998,1.954125829908315,3.006923806512804,5048.615238697439,222.3521972810622,20.6,1.380776340110906,35.0,1.795454545454545
重庆,西部,2019,0.9557,0.9924,0.963,IRS,,31,20001,150,21057,231806,67366,103147,28.8,847.5900300000001,4530.3599,17548.279,752.87,9.3100004,31,237.02,4.619999900000001,7.57,78.269997,7.570000200000001,94.400002,91.400002,93.199997,3.54,0.88999999,749.93,3188,1415.43,391.89,6.0,46.39,87.85,55700.0,36.0,93.0,74601,0.6822459222082811,0.153456373074071,3258,15206.0225846926,7.27120451693852,2.113111668757842,3.235476787954831,5504.478983688832,235.2352572145546,41.45999999999999,1.893727096356973,57.0,2.583333333333333
