省份,年份,区域,老龄化压力指数,资源保障指数,方向性错配指数,绝对错配指数,错配类型,65岁及以上人口占比,老年人口抚养比（%）,每千人床位数,每千人医师数,每千人护士数,基层床位占比,城乡卫技人员差,每千老年人床位数,每千老年人医师数,每千老年人护士数
海南,2012,东部,0.2338733491985471,0.31723379938453355,-0.08336045018598645,0.08336045018598645,低压力—低保障,0.0727321887251589,9.89,3.328461538461538,1.3454945054945058,2.135384615384615,0.19479018785697774,55.0,4576.3252788104055,1849.9298990971847,2935.9553903345695
湖北,2012,中部,0.6699999629151577,0.47325546477686303,0.1967444981382947,0.1967444981382947,高压力—高保障,0.10761318152595499,14.32,4.376249783774433,1.558640373637779,2.00216225566511,0.269970077986964,46.0,4066.648454881835,1448.3731003360901,1860.5176682581518
湖南,2012,中部,0.766681319201215,0.439461121397412,0.32722019780380296,0.32722019780380296,高压力—高保障,0.111058959454092,15.81,4.355280728376329,1.312124430955994,1.713292867981791,0.2999864117653207,55.0,3921.593313843944,1181.4665267941589,1542.6876646453795
甘肃,2012,西部,0.34231228276701087,0.4256333469003959,-0.08332106413338503,0.08332106413338503,低压力—低保障,0.0923885246663877,9.69,4.403764705882354,1.3684705882352939,1.458901960784314,0.2840706703711619,33.0,4766.571088546138,1481.2127298025396,1579.0943367180796
福建,2012,东部,0.39546363706349674,0.3639725043085019,0.03149113275499482,0.03149113275499482,低压力—低保障,0.0859207623189333,11.5,3.6277271543868785,1.507029419422026,1.85170528508201,0.21458149431969056,62.0,4222.177569748449,1753.9758479190548,2155.131350218448
西藏,2012,西部,0.2342797229819857,0.2105469661906688,0.023732756791316922,0.023732756791316922,低压力—低保障,0.0541488118426178,12.1,2.651428571428571,0.9196825396825395,0.5498412698412698,0.3113026819923372,79.0,4896.559095580681,1698.4353088957419,1015.4262875413963
贵州,2012,西部,0.5309014175354925,0.332064089232306,0.19883732830318646,0.19883732830318646,高压力—低保障,0.0915689174778989,13.49,3.88098689712852,1.101979369947031,1.356175076665737,0.2715302670047625,56.0,4238.3234442683415,1203.4426094564294,1481.0430373309412
辽宁,2012,东北,0.5260268388481728,0.5376791409005174,-0.011652302052344576,0.011652302052344576,高压力—高保障,0.0993692143851888,12.47,5.279131428571429,2.054674285714286,2.2408228571428572,0.15803465505148034,53.0,5312.642815216113,2067.717148039101,2255.047371569898
重庆,2012,西部,1.0,0.4500466465745493,0.5499533534254507,0.5499533534254507,高压力—高保障,0.129044072762788,18.26,4.397075630252101,1.303865546218487,1.67472268907563,0.3141889567550626,10.0,3407.4216165936687,1010.4032818425412,1297.7912531900215
陕西,2012,西部,0.4851644651867162,0.41884070850348903,0.06632375668322715,0.06632375668322715,高压力—低保障,0.0927670445473415,12.45,4.468708740427778,1.504013731185635,2.0963823607076844,0.1991372688057673,43.0,4817.129576815695,1621.280206267751,2259.835236680246
青海,2012,西部,0.182570891462566,0.44948958956841356,-0.26691869810584756,0.26691869810584756,低压力—高保障,0.0700543705562526,9.2,4.556567425569177,1.77968476357268,1.755866900175131,0.19601814128680145,,6504.3299788274035,2540.433593852107,2506.4344825783514
黑龙江,2012,东北,0.39395518868734547,0.44431518800557235,-0.05035999931822688,0.05035999931822688,低压力—高保障,0.0883713660518912,11.18,4.785445757250269,1.7943340494092368,1.8816595059076258,0.1593625498007968,47.0,5415.154219116947,2030.4473378352136,2129.263798867526
上海,2013,东部,0.6108007039113418,0.5467846946423436,0.0640160092689982,0.0640160092689982,高压力—高保障,0.106411800120409,13.3,4.66968954248366,2.207475490196078,2.7752859477124177,0.1513375439578704,34.0,4388.319281507998,2074.4649443936064,2608.062211683363
云南,2013,西部,0.34160559623465375,0.3831374600787395,-0.04153186384408575,0.04153186384408575,低压力—低保障,0.0801189245087901,11.13,4.5275802628743795,1.321654815772463,1.57950872656755,0.22224866151100536,67.0,5651.074687576023,1649.6162721548515,1971.455228900704
内蒙古,2013,西部,0.3673386936471536,0.5552346431986284,-0.18789594955147476,0.18789594955147476,低压力—高保障,0.0854800368699365,11.0,4.890631364562118,2.138492871690428,2.132708757637475,0.2015574896930829,76.0,5721.372549246247,2501.745378215367,2494.978752620956
北京,2013,东部,0.34548686613845003,0.738392673123192,-0.392905806984742,0.392905806984742,低压力—高保障,0.0858255987166266,10.53,4.894635294117646,3.41124705882353,3.94724705882353,0.044226091471094416,78.0,5703.00163040917,3974.626579753396,4599.148876148589
吉林,2013,东北,0.5000154230294943,0.502358339331745,-0.002342916302250697,0.002342916302250697,高压力—高保障,0.0965781477077553,12.29,4.994190404797601,2.040854572713643,1.9758245877061469,0.15760441292356187,94.0,5171.139148278119,2113.1639207755907,2045.8298637958728
四川,2013,西部,0.9805039850818053,0.5742472139877717,0.4062567710940336,0.4062567710940336,高压力—高保障,0.127585794571326,18.05,5.2612529288444945,1.715291651251696,1.954088050314465,0.29533441935143623,41.0,4123.69805472601,1344.4221255312034,1531.5874756119854
天津,2013,东部,0.7369272335328125,0.4352677164730911,0.30165951705972144,0.30165951705972144,高压力—低保障,0.114567901234568,14.81,4.095248226950353,2.103475177304964,2.1074468085106384,0.12469043866789048,34.0,3574.5162325751985,1836.007428466616,1839.474046221568
宁夏,2013,西部,0.16387350610940776,0.4188933896062313,-0.25501988349682353,0.25501988349682353,低压力—低保障,0.0707538433043156,8.75,4.674774774774775,1.901351351351351,2.098798798798799,0.09956960236397508,60.0,6607.09659921702,2687.2764256403,2966.3389305535907
安徽,2013,中部,0.6821049246490447,0.3621708139519305,0.3199341106971142,0.3199341106971142,高压力—低保障,0.105314980407917,14.83,3.940531062124248,1.26813627254509,1.72685370741483,0.2449578104670727,37.0,3741.6624366840974,1204.1366457394872,1639.7037731253424
山东,2013,东部,0.7143892557337022,0.5977804285364383,0.11660882719726384,0.11660882719726384,高压力—高保障,0.10982061719635,14.93,5.025005130309871,2.0002872973527603,2.463349066283604,0.2505426381915191,41.0,4575.6482330868575,1821.4132723151745,2243.0661283567033
山西,2013,中部,0.30453079388530213,0.5695510844651451,-0.265020290579843,0.265020290579843,低压力—高保障,0.07971425710184599,10.45,4.883168316831684,2.115643564356436,2.1173691654879767,0.2259297879735836,71.0,6125.840589084032,2654.03409788215,2656.198831261445
广东,2013,东部,0.21329072571646368,0.30635481833096234,-0.09306409261449866,0.09306409261449866,低压力—低保障,0.07244413582706301,9.52,3.3572937000887317,1.509946761313221,1.9310470275066551,0.15831190352224164,88.0,4634.320862220217,2084.2912184331,2665.567068280595
