省份,代码_x,年份,基层医疗卫生机构数/个,专业公共卫生机构/个,医疗卫生机构数量/个,医疗卫生机构床位数/张,执业医师数/人,注册护士数/人,卫生人员数/万人,医疗卫生机构事业收入/亿元,人均卫生费用/元,诊疗人次数/万人次,入院人数/万人,城乡居民医疗保健支出占消费性支出,代码_y,甲乙类法定报告传染病发病率（1/10w）,甲乙类法定报告传染病死亡率（1/10w）,人口死亡率‰,人口平均预期寿命（岁）,孕产妇死亡率‰,新生儿访视率%,3岁以下儿童系统管理率%,7岁以下儿童健康保健管理率%,围产婴儿死亡率‰,5岁以下儿童低体重患病率%,出院人数（万人）,年末常住人口,卫生总费用,政府卫生支出（亿元）,卫生总费用占GDP比重（%）,农村每万人医疗机构床位数,城市每万人医疗机构床位数,基层医疗卫生机构床位数,每万人拥有农村卫生技术人员数,每万人拥有城市卫生技术人员数,人均GDP_元每人,城镇化率,65岁及以上人口占比,教育水平_每十万人高等学校在校生数,财政支出能力_元每人,每千人床位数,每千人医师数,每千人护士数,每千人诊疗人次,每千人出院人数,城乡床位差,城乡床位比,城乡卫技人员差,城乡卫技人员比
江苏,15,2020,32703,658,35747,535006,224031,294159,82.33,2726.8,5800.5601,53355.52,1356.59,9.8500004,15,98.230003,0.38999999,6.49,79.32,6.9099998,97.699997,95.800003,98.099998,3.6199999,0.43000001,1355.8,8477,4917.28,1133.75,4.79,54.4,80.9,10.16,66,103,123411,0.734457945,0.162,3653,16139.61307,6.311265778,2.642809956,3.470083756,6294.151233,159.9386575,26.5,1.487132353,37,1.560606061
江苏,15,2021,33387,619,36448,548560,230820,308650,85.34,3105.04,6075.5098,56976.238,1415.7,11.35,15,105.94,0.38999999,6.8,79.589996,6.77,96.300003,95.599998,95.599998,3.6199999,0.36000001,1415.6,8505,5779.38,1255.86,4.97,56.08,71.27,10.47,68,92,141153,0.739447384,0.17043903,3531,17149.04174,6.449853028,2.713932981,3.62904174,6699.146149,166.4432687,15.19,1.270863053,24,1.352941176
江苏,15,2022,33947,510,37001,563114,237209,318341,87.53,3483.29,6350.46,56196.961,1474.8101,12.85,15,113.65,0.38999999,7,79.860001,6.6300001,94.900002,95.400002,93.099998,3.6199999,0.28999999,1429.52,8515,6548.66,1520.42,5.33,57.2,73.28,10.61,69,96,146374,0.744216089,0.1786914,3726,17500.14093,6.613200235,2.785778039,3.738590722,6599.76054,167.8825602,16.08,1.281118881,27,1.391304348
江苏,15,2023,36378,508,39536,578868,247798,333432,91.1,3861.54,6625.4102,64217.684,1533.9202,14.35,15,121.36,0.38999999,7.56,80.130005,6.4900002,93.5,95.200005,90.599998,3.6199999,0.21999997,1708.94,8526,,,,58.74,75.25,10.82,71,100,153658,0.750410509,0.184559348,3845,17877.41027,6.789444053,2.906380483,3.910767065,7531.982641,200.4386582,16.51,1.281069118,29,1.408450704
江苏,15,2024,38446,495,41680,604122,274187,340423,94.2,4239.79,6900.3604,68538.406,1593.0303,15.85,15,129.07,0.38999999,7.5,80.400009,6.3500004,92.099998,95.000008,88.099998,3.6199999,0.14999995,1731.51,8526,,,,60.9,78.9,11.49,74,106,160694,0.755336617,0.187770637,3891,17937.56744,7.085643913,3.215892564,3.992763312,8038.752756,203.085855,18,1.295566502,32,1.432432432
江西,16,2012,38369,512,39509,163721,56444,72055,25.96,364.82001,1461.47,18972.42,657.87,6.02,16,206.11,0.58999997,6.14,74.989998,6.1399999,92.900002,91.5,85.099998,3.98,2.3,661.61,4475,658.24,269.45,5.08,26.04,67.97,4.93,28,76,28948,0.47396648,0.080894093,2295,6746.860335,3.658569832,1.261318436,1.610167598,4239.646927,147.8458101,41.93,2.610215054,48,2.714285714
江西,16,2013,37425,823,38902,174299,58841,78209,26.98,420.54999,1632.17,19852.689,688.65997,5.8699999,16,206.37,0.61000001,6.28,75.32,6.2800002,93.099998,83.900002,85.800003,3.49,2.28,686.17,4476,738.09,325.75,5.15,28.01,70.46,4.74,29,81,32339,0.490393208,0.090029742,2381,7753.127793,3.894079535,1.314588919,1.747296693,4435.363941,153.2998213,42.45,2.515530168,52,2.793103448
江西,16,2014,37372,827,38873,186727,62050,84140,28.08,491.57999,1871.65,21087.1,696.65002,5.5100002,16,207.73,0.57999998,6.26,75.650002,6.2600002,93,85.300003,85.5,3.29,2.5799999,694.52,4480,850.13,358.98,5.41,29.06,77.15,4.9,30,89,35414,0.505580357,0.092407832,2527,8666.741071,4.168013393,1.385044643,1.878125,4706.941964,155.0267857,48.09,2.65485203,59,2.966666667
江西,16,2015,37066,812,38557,197837,63704,89579,29.16,546.97998,2143.54,20838.311,712.08002,5.6700001,16,227.94,0.85000002,6.24,75.989998,6.2399998,93.599998,86.5,87.900002,3.0699999,2.55,709.7,4485,978.66,421.78,5.85,30.56,80.79,5.01,31,93,37995,0.523076923,0.090616873,2654,9838.461538,4.411081382,1.420379041,1.997302118,4646.223188,158.238573,50.23,2.643651832,62,3
江西,16,2016,36784,794,38272,209097,66016,95519,30.17,619.46002,2374.79,21341.17,745.46997,5.5999999,16,224.09,1.1,6.16,76.32,6.1599998,94.699997,87.400002,87.699997,2.8699999,2.4200001,742.05,4496,1090.56,468.18,5.9,31.75,85.12,5.22,32,97,41780,0.539813167,0.095966404,2698,10270.01779,4.650733986,1.468327402,2.124532918,4746.701512,165.0467082,53.37,2.680944882,65,3.03125
江西,16,2017,36311,744,37791,234047,70083,104109,31.78,684.90002,2717.8899,21605.15,827.76001,5.73,16,232.42,1.08,6.08,76.650002,6.0799999,94.5,89.199997,88.800003,2.8099999,2.3499999,820.61,4511,1256.22,497.86,6.03,34.94,95.21,5.92,33,107,45515,0.557082687,0.097555224,2676,11331.12392,5.188361782,1.553602305,2.30789182,4789.436932,181.9131013,60.27,2.724957069,74,3.242424242
江西,16,2018,35020,739,36545,249490,73290,110855,32.58,788.01001,3170.6299,21232.289,865.53998,6.0500002,16,230.33,1.09,6.06,76.980003,6.0599999,94.199997,90,89.300003,2.4300001,2.3299999,861.87,4513,1473.89,590.87,6.49,39.7,79.6,6.06,36,89,51013,0.573454465,0.097347689,2771,12558.20962,5.528251717,1.623975183,2.456348327,4704.695103,190.9749612,39.9,2.005037783,53,2.472222222
江西,16,2019,35398,742,37029,267135,80423,120413,34.83,909.79999,3573.8899,23627.74,884.37,7.1700001,16,232.46001,1.23,6.03,77.309998,6.0300002,94.5,91,90.599998,2.28,2.46,882.66,4516,1667.62,644.18,6.74,43.23,78.58,6.13,40,89,54766,0.590788308,0.101492373,3010,14142.60407,5.915301151,1.780845881,2.666364039,5232.0062,195.4517272,35.35,1.817719176,49,2.225
江西,16,2020,35214,564,36716,285847,86726,129251,36.78,931.95001,3973.3501,21994.721,806.64001,8.2799997,16,199.3,1.41,6.6,77.639999,6.3699999,96,92.599998,92.900002,2.3800001,2.0599999,803.7,4519,1795.5,673.55,6.99,43.7,88.5,6.24,41,96,57167,0.604337243,0.1189,3424,14768.93118,6.325448108,1.919141403,2.860168179,4867.165523,177.8490817,44.8,2.025171625,55,2.341463415
江西,16,2021,35216,513,36764,307292,93000,139922,38.17,1102.24,4372.8101,22864.6,861.65002,9.3900003,16,200.39999,1.3200001,6.7,77.970001,6.71,92.900002,93.699997,93.699997,2.3800001,2.04,857.9,4517,1860.7,656.73,6.28,58.1,86.17,6.54,54,94,66043,0.614567191,0.124062115,4001,15007.4607,6.803010848,2.058888643,3.097675448,5061.899491,189.9269427,28.07,1.48313253,40,1.740740741
江西,16,2022,34111,507,35683,314527,94874,144433,39.08,1272.52,4772.27,23334.48,916.65002,10.51,16,201.5,1.23,6.9,78.300003,7.0500002,89.800003,94.800003,94.5,2.3800001,2.02,823.36,4528,2011.93,736.75,6.27,59.75,87.16,6.81,55,96,69802,0.620803887,0.130314791,4423,16097.76943,6.946267668,2.095273852,3.189774735,5153.374558,181.8374558,27.41,1.45874477,41,1.745454545
江西,16,2023,38292,529,40129,340782,111448,169464,43.91,1442.8,5171.73,25604.361,971.65002,11.63,16,202.60001,1.14,6.94,78.630005,7.3900003,86.700005,95.900009,95.300003,2.3800001,2,945.14,4515,,,,65.06,94.46,7.17,64,109,72271,0.631229236,0.134852022,4510,16595.52602,7.547774086,2.468394241,3.753355482,5670.954817,209.3333333,29.4,1.451890563,45,1.703125
江西,16,2024,37681,439,39392,340527,118122,177735,45.97,1613.0801,5571.1899,27614.242,1026.65,12.75,16,203.70001,1.05,7.2,78.960007,7.7300005,83.600006,97.000015,96.100006,2.3800001,1.98,938.7,4502,,,,65.3,94.5,7.2,68,114,75862,0.63771657,0.138867908,4534,17092.95869,7.563904931,2.623767215,3.947912039,6133.772101,208.5073301,29.2,1.447166922,46,1.676470588
河北,9,2012,77177,597,79119,284359,108771,101988,46.33,665.35999,1712.66,36791.621,869.59998,8.5200005,9,184.24001,0.22,6.41,75.790001,6.4099998,91.900002,90.400002,92.599998,5.23,2.52,870.78,7262,1248.1,368.32,4.7,28.76,82.63,6.91,31,97,32341,0.465987331,0.090928527,2063,5617.515836,3.915711925,1.497810521,1.4044065,5066.320711,119.9091159,53.87,2.873087622,66,3.129032258
河北,9,2013,75178,1689,78485,303497,114550,111526,49.2,767.84003,2026.92,39309.391,922.53003,8.8900003,9,181.60001,0.27000001,6.87,76.190002,6.8699999,92.699997,90.400002,93,4.8099999,2.3900001,919.38,7288,1486.26,429.83,5.25,30.39,87.17,7.03,32,103,33896,0.480241493,0.091660195,2108,6050.46652,4.164338639,1.5717618,1.530268935,5393.714462,126.1498353,56.78,2.868377756,71,3.21875
河北,9,2014,75623,1657,78895,322909,121014,121845,51.29,879.90997,2228.95,41289.41,980.64001,9.1700001,9,186.28999,0.27000001,6.23,76.599998,6.23,92.400002,90.5,93,4.5300002,2.21,973.09,7323,1645.8,458.64,5.59,31.69,92.08,7.31,32,110,35102,0.493650143,0.093245372,2098,6387.13642,4.409517957,1.652519459,1.663867268,5638.318995,132.8813328,60.39,2.90564847,78,3.4375
河北,9,2015,75562,1264,78594,342096,128786,132837,53.33,955.15997,2507.1001,42134.078,991.32001,8.5600004,9,184.92,0.27000001,5.79,77.010002,5.79,93.099998,90.599998,93.400002,4.1100001,2.22,984.1,7345,1861.5,552.58,6.25,34.32,84.16,7.5,34,104,36466,0.516678012,0.101741867,2141,7668.059905,4.657535739,1.753383254,1.808536419,5736.429952,133.9823009,49.84,2.452214452,70,3.058823529
河北,9,2016,76003,1089,78795,360485,137687,143432,55.51,1111.5699,2710.5801,43494.301,1117.72,9.1000004,9,178.97,0.28,6.36,77.419998,6.3600001,91.699997,90.300003,92.900002,4.0599999,2.1400001,1107.12,7375,2024.82,567.79,6.31,36.09,80.4,7.69,36,98,39239,0.538711864,0.109083665,2191,8202.752542,4.887932203,1.866942373,1.944840678,5897.532339,150.1179661,44.31,2.227763924,62,2.722222222
河北,9,2017,78207,801,80912,395036,149885,158383,59.06,1255.71,2921.8601,43213.789,1175.1899,8.5699997,9,174.07001,0.31,6.6,77.830002,6.5999999,91.900002,90.699997,92.599998,3.24,2.1099999,1161.78,7409,2197.1,615.69,6.11,40.57,77.99,8.16,40,95,42026,0.557430153,0.117997616,2328,8960.966392,5.331839654,2.023012552,2.137710892,5832.607504,156.8065866,37.42,1.922356421,55,2.375
河北,9,2018,82236,684,85088,421916,164733,172863,62.4,1408.77,3561.0601,43137.25,1215.23,9.0200005,9,172.71001,0.31999999,6.38,78.230003,6.3800001,92.099998,90.699997,92.5,3.1099999,1.84,1205.93,7426,2690.84,706.08,8.28,45.1,75.3,8.66,45,92,44418,0.573256127,0.126867721,2457,10404.26879,5.681605171,2.218327498,2.327807703,5808.94829,162.3929437,30.2,1.66962306,47,2.044444444
河北,9,2019,81790,662,84651,430079,173531,185025,64.72,1560.47,3872.4199,43227.898,1192.33,9.46,9,170.64999,0.31,6.12,78.639999,6.1199999,93,91,92.900002,3.01,1.9400001,1185.59,7447,2939.94,721.61,8.37,47.44,67.25,8.64,50,84,47904,0.587753458,0.131450234,2596,11157.56681,5.775198066,2.330213509,2.48455754,5804.739895,159.2037062,19.81,1.417580101,34,1.68
河北,9,2020,83972,641,86939,441962,185229,201377,67.5,1540.26,4111.3799,38179.629,1031.11,9.8900003,9,134.25999,0.31,5.66,79.050003,6.8499999,93.699997,91.599998,93.599998,2.8800001,1.63,1028.3,7464,3069.08,848.36,8.48,48.4,66.3,7.9,52,87,49388,0.600750268,0.1392,2700,12088.41104,5.92124866,2.481631833,2.697976956,5115.170016,137.7679528,17.9,1.369834711,35,1.673076923
河北,9,2021,85029,644,88162,454994,197945,225019,71.03,1768.95,4350.3398,39874.711,1024.98,10.32,9,134.23,0.31999999,7.58,79.459999,7.5799999,92.199997,94,94,2.8800001,1.42,1019.9,7448,3308.62,849.92,8.19,51.81,78.15,7.97,59,105,55265,0.611439313,0.149191862,2926,11879.9812,6.108941998,2.65769334,3.021200322,5353.747449,136.9360902,26.34,1.508396063,46,1.779661017
河北,9,2022,87019,638,90194,485726,204461,238261,73.29,1997.65,4589.2998,38769.789,1018.86,10.75,9,134.2,0.33000001,7.8,79.870003,8.3100004,90.699997,96.400002,94.400002,2.8800001,1.21,992.4,7420,3607.09,977.36,8.51,57.4,80.26,8.73,62,109,58109,0.616442049,0.156377464,3070,12541.2938,6.546172507,2.755539084,3.21106469,5225.038949,133.7466307,22.86,1.39825784,47,1.758064516
河北,9,2023,89576,633,92825,534058,224777,269703,79.07,2226.3501,4828.2598,50464.867,1012.74,11.18,9,134.17,0.34000003,8.33,80.280006,9.0400009,89.199997,98.800003,94.800003,2.8800001,1.0000001,1290.64,7393,,,,64.84,85.82,10.11,71,118,61649,0.627755985,0.162371862,3190,12993.65616,7.223833356,3.040403084,3.648086027,6826.033681,174.5759502,20.98,1.3235657,47,1.661971831
河北,9,2024,90464,515,93648,546990,252093,301045,84.26,2455.0502,5067.2197,57149.945,1006.62,11.610001,9,134.14,0.35000005,8.33,80.69001,9.7700014,87.699997,100,95.200005,2.8800001,0.7900002,1334.7,7378,,,,66.2,88.6,9.87,78,125,64352,0.634182705,0.164570797,3262,13996.63866,7.413797777,3.416820276,4.080306316,7745.994172,180.9026837,22.4,1.33836858,47,1.602564103
河南,10,2012,67252,581,69258,393993,116270,156041,65.26,816.88,1613.47,49655.238,1273.14,7.9200001,10,314.17999,1.99,6.71,75.470001,6.71,80.699997,81,81.699997,3.98,1.53,1265.06,9532,1517.63,489.46,5.13,26.21,79.64,10.12,28,87,30410,0.41984893,0.088210186,2012,5252.203105,4.1333718,1.219785984,1.637022661,5209.319975,132.7171632,53.43,3.03853491,59,3.107142857
河南,10,2013,67281,2472,71464,429810,126036,176534,71.63,968.90997,1791.6801,51860.441,1327.4,6.6799998,10,242.13,1.51,6.76,75.910004,6.7600002,84.400002,82.599998,83.300003,3.9200001,1.52,1317.63,9573,1686.51,561.33,5.24,28.6,84.39,10.42,31,93,33103,0.436017967,0.089267326,2114,5831.3068,4.489815105,1.316577875,1.844082315,5417.365612,137.6402382,55.79,2.950699301,62,3
河南,10,2014,66952,2478,71154,459338,134405,191117,74.51,1149.79,1991.0699,54963.059,1447.1,8.1099997,10,216.67999,1.5,7.02,76.360001,7.02,86.900002,85,85.599998,3.98,1.64,1437.22,9645,1878.78,612.55,5.38,30.32,89.03,10.64,32,99,36020,0.450492483,0.087591335,2203,6250.585796,4.762446864,1.393519959,1.981513738,5698.606428,149.0119233,58.71,2.936345646,67,3.09375
河南,10,2015,67092,2471,71394,489621,143010,205366,77.11,1256.49,2382.3799,55552.949,1501.6,8.25,10,204.75999,1.52,7.05,76.809998,7.0500002,88.400002,85.800003,86.599998,3.9200001,1.61,1492.1,9701,2258.5,729.7,6.1,31.94,93.65,10.99,33,104,38042,0.470157716,0.09850937,2293,7008.916607,5.047118854,1.47417792,2.116957015,5726.517782,153.8088857,61.71,2.932060113,71,3.151515152
河南,10,2016,67174,2223,71271,521546,152056,222123,79.65,1404.83,2594.03,57776.988,1601.8199,8.5200005,10,192.25,1.53,7.11,77.260002,7.1100001,89.099998,87.800003,87.900002,3.99,1.7,1593.89,9778,2472.63,794.42,6.11,33.74,98.86,11.2,34,110,41242,0.487829822,0.100761168,2352,7622.969933,5.333871957,1.555082839,2.271660871,5908.875844,163.0077726,65.12,2.930053349,76,3.235294118
河南,10,2017,67307,1897,71089,558998,165802,241571,82.76,1621.64,2874.4299,58520.141,1745.3101,8.71,10,192.41,1.47,6.97,77.709999,6.9699998,89.199997,87.199997,87.699997,3.6800001,1.46,1734.57,9829,2747.67,844.81,6.11,36.05,103.75,12.1,35,118,45480,0.505646556,0.108436175,2455,8358.449486,5.687231661,1.686865398,2.457737308,5953.824499,176.4747177,67.7,2.877947295,83,3.371428571
河南,10,2018,67730,1589,71351,608519,180402,263100,86.32,1884.27,3227.6599,58542.77,1916.4301,8.8000002,10,193.89999,1.64,6.8,78.150002,6.8000002,88.699997,87.199997,88.199997,3.72,1.84,1910.99,9864,3100.17,935.6,6.21,40.1,108.3,12.7,38,123,51057,0.522404704,0.110550465,2653,9344.819546,6.169089619,1.828892944,2.667274939,5934.992903,193.7337794,68.2,2.70074813,85,3.236842105
河南,10,2019,67561,1013,70734,640147,191795,278891,88.78,2176.8501,3743.5701,61020.289,2021.72,10.57,10,178.84,1.5,6.84,78.599998,6.8400002,88.5,88.599998,89.699997,3.5899999,1.54,2013.22,9901,3608.8,1021.44,6.65,42.44,110.08,13.23,40,127,54378,0.54014746,0.116012093,2913,10265.55903,6.465478235,1.937127563,2.816796283,6163.043026,203.3350167,67.64,2.593779453,87,3.175
河南,10,2020,71339,909,74644,667156,211830,304335,94.05,2222.3101,3954.9299,57364.59,1829.42,12.34,10,152.77,1.54,7.2,79.050003,7.0999999,90.300003,90,90.900002,3.7,1.33,1824.4,9941,3931.59,1163.03,7.15,43.5,115,13.78,42,138,54592,0.554270194,0.1349,3223,10434.23197,6.711155819,2.130872146,3.061412333,5770.504979,183.5227844,71.5,2.643678161,96,3.285714286
河南,10,2021,75174,791,78536,721329,228705,328077,96.96,2505.95,4166.29,61873.219,1914.89,14.11,10,147.92,1.52,7.4,79.5,7.3600001,89.900002,91.400002,91.400002,3.7,1.1799999,1908.9,9883,4083.68,1091.58,6.93,61.96,98.43,15.09,58,119,58320,0.564504705,0.139894344,3424,9900.121421,7.29868461,2.314125266,3.31960943,6260.570576,193.1498533,36.47,1.588605552,61,2.051724138
河南,10,2022,78320,746,81694,752202,241980,353919,101.56,2789.6001,4377.6499,61431.852,2000.36,15.87,10,143.07001,1.5,7.5,79.949997,7.6199999,89.5,92.800003,91.900002,3.7,1.03,1848.72,9872,4456.98,1200.03,7.27,64.3,103.66,16.16,63,125,59537,0.570705024,0.145500579,3652,10784.79538,7.619550243,2.451175041,3.585079011,6222.83752,187.2690438,39.36,1.612130638,62,1.984126984
河南,10,2023,81645,724,85044,777475,262655,383961,106.98,3073.2502,4589.0098,68440.484,2085.83,17.63,10,138.22002,1.48,8,80.399994,7.8799996,89.099998,94.200005,92.400002,3.7,0.88,2290.5,9815,,,,66.73,108.01,16.9,68,135,61592,0.580845644,0.148903231,3801,11260.86602,7.921293938,2.676057056,3.911981661,6973.049822,233.367295,41.28,1.618612318,67,1.985294118
河南,10,2024,83517,568,86702,765148,278230,398603,109.55,3356.9004,4800.3696,68729.117,2171.2999,19.39,10,133.37003,1.46,8,80.849991,8.1399994,88.699997,95.600006,92.900002,3.7,0.73000002,2263.81,9785,,,,65,108.7,16.44,70,140,64888,0.59223301,0.150361905,3951,11716.05519,7.819601431,2.843433827,4.073612672,7023.926111,231.3551354,43.7,1.672307692,70,2
浙江,30,2012,28939,377,30271,213286,109459,121313,40.01,1148.37,2818.51,45191.121,626.34998,7.1399999,30,209.14,0.44,5.52,78.220001,5.52,98.900002,95.699997,96.699997,5.0100002,0.60000002,629.1,5685,1543.7,342.67,4.45,31.79,71.61,2.39,53,101,62156,0.629023747,0.087483589,2288,7320.809147,3.75173263,1.925400176,2.133913808,7949.185752,110.6596306,39.82,2.252595156,48,1.905660377
浙江,30,2013,28655,396,30063,230056,117370,132705,42.71,1291.14,3114.45,47526.352,689.52002,6.1300001,30,192.46001,0.47,5.45,78.470001,5.4499998,98.900002,96.099998,97.099998,4.8200002,0.54000002,686.29,5784,1712.33,393.16,4.56,34.45,72.24,2.34,57,103,66306,0.639349931,0.091986953,2363,8178.54426,3.977455048,2.029218534,2.294346473,8216.865837,118.6531812,37.79,2.096952104,46,1.807017544
浙江,30,2014,28673,577,30358,245756,124670,145141,45.58,1484.16,3589.3,50424.961,756.28003,6.25,30,193.92,0.64999998,5.51,78.709999,5.5100002,99,96.300003,97.099998,4.5100002,0.56999999,753.69,5890,1976.99,443.89,4.92,35.69,80.47,2.31,58,116,69803,0.649575552,0.096224921,2408,8759.881154,4.172427844,2.11663837,2.464193548,8561.113922,127.9609508,44.78,2.254693191,58,2
浙江,30,2015,29431,483,31137,272509,135772,159945,49.1,1603.0601,4062.49,52973.422,791.15002,6.2199998,30,193.24001,0.62,5.5,78.959999,5.5,99,96.900002,97.300003,3.98,0.50999999,789.7,5985,2250.21,500.08,5.25,38.46,89.94,2.34,61,126,74479,0.663157895,0.112651828,2414,11104.39432,4.553199666,2.268538012,2.672431078,8851.031245,131.946533,51.48,2.338533541,65,2.06557377
浙江,30,2016,29811,420,31546,289870,145017,174523,52.36,1801.1,4603.8398,55521.289,871.28998,6.2199998,30,195.31,0.70999998,5.52,79.209999,5.52,98.699997,96.699997,97.099998,3.9000001,0.5,869.42,6072,2573.55,557.81,5.45,42.46,85.8,2.46,67,122,79781,0.677206851,0.116354551,2355,11485.93544,4.773880105,2.388290514,2.874225955,9143.822299,143.185112,43.34,2.020725389,55,1.820895522
浙江,30,2017,30189,394,31979,313520,155076,187717,55.57,2028.9301,4995.6499,59514.121,949.26001,6.04,30,206.91,0.76999998,5.56,79.449997,5.5599999,98.599998,96.5,97.300003,3.74,0.50999999,946.35,6170,2826.04,598.55,5.46,44.39,92.9,2.58,69,130,86808,0.689141005,0.124793335,2345,12204.73258,5.081361426,2.513387358,3.042414911,9645.724635,153.3792545,48.51,2.092813697,61,1.884057971
浙江,30,2018,30883,393,32754,332086,166124,201511,58.94,2263.9299,5433.29,62755.16,1019.74,6.48,30,181.83,0.70999998,5.58,79.699997,5.5799999,98,96.300003,97.300003,3.55,0.47,1018.64,6273,3117.08,639.95,5.37,48.4,91.1,2.76,74,129,95333,0.700143472,0.129863503,2370,13756.62363,5.293894468,2.648238482,3.212354535,10004.01084,162.3848238,42.7,1.882231405,55,1.743243243
浙江,30,2019,32145,403,34119,350191,179950,219790,62.8,2524.51,5881.25,68133.148,1104.33,6.9299998,30,175.02,0.75,5.52,79.940002,5.52,98.699997,96.599998,97.5,3.48,0.43000001,1102.83,6375,3440.53,795.53,5.52,52.41,89.99,3,79,132,102201,0.715764706,0.140334654,2509,15769.45882,5.493192157,2.822745098,3.447686275,10687.55263,172.9929412,37.58,1.717038733,53,1.670886076
浙江,30,2020,32376,401,34400,361317,191541,233067,65.98,2412.4199,5909.4902,60499.871,964.82001,7.3699999,30,146.47,0.61000001,6.56,80.190002,5.71,98.800003,96.5,97.599998,3.5699999,0.38,965.4,6468,3815.64,913.11,5.91,51.9,96.1,3.07,81,142,104593,0.721706865,0.1327,2704,15587.52319,5.58622449,2.961363636,3.6033859,9353.721552,149.257885,44.2,1.851637765,61,1.75308642
浙江,30,2021,33021,406,35120,369875,206656,250311,69.48,2799.4299,5937.73,67114.906,1081.24,7.8200002,30,144.35001,0.60000002,5.9,80.440002,5.9000001,97.099998,98,98,3.5699999,0.52999997,1083,6540,4290.35,974.32,5.84,45.48,68.71,2.98,72,107,118028,0.726605505,0.141685794,2632,16841.88073,5.65558104,3.159877676,3.827385321,10262.21804,165.5963303,23.23,1.510773967,35,1.486111111
浙江,30,2022,33806,409,35967,381733,220000,267045,73.17,3186.45,5965.9702,69529.953,1197.67,8.2600002,30,142.23,0.58999997,6.2,80.68,6.0900002,95.400002,99.5,98.400002,3.5699999,0.68000001,1134.48,6577,5095.46,1320.28,6.56,46.74,70.43,2.93,76,112,123153,0.733769196,0.149119031,2763,18272.43424,5.804059602,3.344990117,4.060285845,10571.68207,172.4920176,23.69,1.506846384,36,1.473684211
浙江,30,2023,35405,414,37679,406191,238386,292303,78.58,3573.47,5994.2104,75345,1314.1001,8.7000003,30,140.10999,0.57999992,6.68,80.919998,6.2800002,93.700005,100,98.800003,3.5699999,0.83000004,1324.19,6627,,,,48.95,74.8,3.09,82,120,129687,0.742266486,0.154141588,2839,18640.54625,6.129334541,3.5971933,4.410789196,11369.39792,199.8174136,25.85,1.528089888,38,1.463414634
浙江,30,2024,37395,322,39593,413249,251701,299443,81.43,3960.49,6022.4507,79030.047,1430.5302,9.1400003,30,137.98997,0.56999987,6.5,81.159996,6.4700003,92.000008,100,99.200005,3.5699999,0.98000008,1395.09,6670,,,,49.5,75.6,3.06,84,123,135565,0.754572714,0.157157215,2901,18837.55622,6.195637181,3.773628186,4.4894003,11848.58276,209.1589205,26.1,1.527272727,39,1.464285714
海南,8,2012,4839,107,5154,30289,12244,19432,5.93,93.75,2034.02,3904.0701,84.150002,6.3899999,8,278.47,1.22,5.81,72.690002,5.8099999,87.5,80.699997,89.599998,5.8400002,3.1800001,83.9,910,180.33,66.82,6.31,25.64,58.39,0.59,37,92,31818,0.50989011,0.072732189,2218,10018.35165,3.328461538,1.345494505,2.135384615,4290.186923,92.1978022,32.75,2.277301092,55,2.486486486
海南,8,2013,4689,122,5011,32100,13301,20892,6.35,109.68,2067.6899,4247.8501,90.949997,6.7600002,8,313.16,1.14,5.9,73.489998,5.9000001,86.800003,82.699997,90.699997,5.3600001,3.3699999,90.59,920,185.12,77.4,5.88,26.79,61.88,0.58,38,98,34993,0.522826087,0.081472459,2253,10990.97826,3.489130435,1.44576087,2.270869565,4617.22837,98.4673913,35.09,2.309817096,60,2.578947368
海南,8,2014,4754,121,5075,34466,14122,22383,6.66,118.85,2442.5,4531.25,97.099998,5.21,8,326.23001,1.11,5.95,74.279999,5.9499998,89,85.800003,92.199997,5.79,3.3699999,96.96,936,220.68,88.92,6.3,29.72,61.35,0.62,41,98,38159,0.533119658,0.076582618,2317,11749.35897,3.682264957,1.508760684,2.391346154,4841.07906,103.5897436,31.63,2.064266487,57,2.390243902
海南,8,2015,4714,119,5046,38698,15346,24662,7.13,133.5,2883.25,4640.8701,104.61,5.7600002,8,342.48001,0.86000001,6,75.080002,6,89.300003,86.800003,92.800003,5.0100002,2.95,104.5,945,262.61,102.7,7.09,28.18,86.31,0.64,39,124,40220,0.549206349,0.084423289,2290,13115.66138,4.095026455,1.623915344,2.60973545,4910.973651,110.5820106,58.13,3.062810504,85,3.179487179
海南,8,2016,4805,119,5144,40324,16271,26495,7.46,150.47,3306.78,4865.75,110.04,7.2800002,8,321.47,0.89999998,6,75.870003,6,90.400002,87.400002,92.699997,4.4000001,2.8399999,109.91,957,303.28,116.54,7.48,28.15,90.48,0.65,40,130,43648,0.567398119,0.082488958,2258,14383.28109,4.213584117,1.700208986,2.768547544,5084.378265,114.8484848,62.33,3.214209591,90,3.25
海南,8,2017,4846,117,5180,41954,17268,28382,7.74,167.49001,3991.1599,4961.6401,116.47,7.1300001,8,382.28,0.88,6.01,76.669998,6.0100002,90.099998,87.599998,92.199997,3.97,2.8,116.15,972,369.49,129.42,8.28,30.67,88.85,0.73,41,136,47205,0.580246914,0.081937173,2261,14855.65844,4.316255144,1.77654321,2.919958848,5104.568004,119.4958848,58.18,2.896967721,95,3.317073171
